"TIME_PERIOD","REF_AREA","MEASURE","SECTOR","STANDARD_REVENUE","CTRY_SPECIFIC_REVENUE","UNIT_MEASURE","FREQ","obsValue","UNIT_MULT","REVENUE_CODE","DECIMALS","CURRENCY","OBS_STATUS"
"2021","FIN","TAX_REV","S13","T_1210","_T","USD","A",8.095859,"9","1210","0","_Z","A"
"2020","FIN","TAX_REV","S13","T_1210","_T","USD","A",5.812639,"9","1210","0","_Z","A"
"2019","FIN","TAX_REV","S13","T_1210","_T","USD","A",6.794093,"9","1210","0","_Z","A"
"2018","FIN","TAX_REV","S13","T_1210","_T","USD","A",7.010143,"9","1210","0","_Z","A"
"2017","FIN","TAX_REV","S13","T_1210","_T","USD","A",6.921553,"9","1210","0","_Z","A"
"2016","SVN","TAX_REV","S13","T_1200","_T","USD","A",0.713749,"6","1200","0","_Z","A"
"2023","SVN","TAX_REV","S13","T_1200","_T","USD","A",1.613142,"6","1200","0","_Z","A"
"2022","SVN","TAX_REV","S13","T_1200","_T","USD","A",1.402352,"6","1200","0","_Z","A"
"2021","SVN","TAX_REV","S13","T_1200","_T","USD","A",1.527172,"6","1200","0","_Z","A"
"2020","SVN","TAX_REV","S13","T_1200","_T","USD","A",1.067966,"6","1200","0","_Z","A"
"2019","SVN","TAX_REV","S13","T_1200","_T","USD","A",1.067464,"6","1200","0","_Z","A"
"2018","SVN","TAX_REV","S13","T_1200","_T","USD","A",1.046188,"6","1200","0","_Z","A"
"2023","CRI","TAX_REV","S13","T_1200","_T","USD","A",2.288263,"9","1200","0","_Z","A"
"2022","CRI","TAX_REV","S13","T_1200","_T","USD","A",1.837072,"9","1200","0","_Z","A"
"2021","CRI","TAX_REV","S13","T_1200","_T","USD","A",1.563418,"9","1200","0","_Z","A"
"2020","CRI","TAX_REV","S13","T_1200","_T","USD","A",1.184049,"9","1200","0","_Z","A"
"2019","CRI","TAX_REV","S13","T_1200","_T","USD","A",1.801627,"9","1200","0","_Z","A"
"2018","CRI","TAX_REV","S13","T_1200","_T","USD","A",1.586356,"9","1200","0","_Z","A"
"2017","CRI","TAX_REV","S13","T_1200","_T","USD","A",1.486978,"9","1200","0","_Z","A"
"2016","HUN","TAX_REV","S13","T_1220","_T","USD","A",NA,"6","1220","0","_Z","A"
"2023","HUN","TAX_REV","S13","T_1220","_T","USD","A",NA,"6","1220","0","_Z","A"
"2022","HUN","TAX_REV","S13","T_1220","_T","USD","A",NA,"6","1220","0","_Z","A"
"2021","HUN","TAX_REV","S13","T_1220","_T","USD","A",NA,"6","1220","0","_Z","A"
"2020","HUN","TAX_REV","S13","T_1220","_T","USD","A",NA,"6","1220","0","_Z","A"
"2019","HUN","TAX_REV","S13","T_1220","_T","USD","A",NA,"6","1220","0","_Z","A"
"2018","HUN","TAX_REV","S13","T_1220","_T","USD","A",NA,"6","1220","0","_Z","A"
"2016","COL","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2023","COL","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2022","COL","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2021","COL","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2020","COL","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2019","COL","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2018","COL","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2016","AUT","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2023","AUT","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2022","AUT","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2021","AUT","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2020","AUT","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2019","AUT","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2018","AUT","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2023","NOR","TAX_REV","S13","T_1200","_T","USD","A",56.900696,"9","1200","0","_Z","A"
"2022","NOR","TAX_REV","S13","T_1200","_T","USD","A",108.97356,"9","1200","0","_Z","A"
"2021","NOR","TAX_REV","S13","T_1200","_T","USD","A",49.110827,"9","1200","0","_Z","A"
"2020","NOR","TAX_REV","S13","T_1200","_T","USD","A",10.249863,"9","1200","0","_Z","A"
"2019","NOR","TAX_REV","S13","T_1200","_T","USD","A",24.299773,"9","1200","0","_Z","A"
"2018","NOR","TAX_REV","S13","T_1200","_T","USD","A",28.227113,"9","1200","0","_Z","A"
"2017","NOR","TAX_REV","S13","T_1200","_T","USD","A",19.417972,"9","1200","0","_Z","A"
"2023","NOR","TAX_REV","S13","T_1210","_T","USD","A",56.900696,"9","1210","0","_Z","A"
"2022","NOR","TAX_REV","S13","T_1210","_T","USD","A",108.97356,"9","1210","0","_Z","A"
"2021","NOR","TAX_REV","S13","T_1210","_T","USD","A",49.110827,"9","1210","0","_Z","A"
"2020","NOR","TAX_REV","S13","T_1210","_T","USD","A",10.249863,"9","1210","0","_Z","A"
"2019","NOR","TAX_REV","S13","T_1210","_T","USD","A",24.299773,"9","1210","0","_Z","A"
"2018","NOR","TAX_REV","S13","T_1210","_T","USD","A",28.227113,"9","1210","0","_Z","A"
"2017","NOR","TAX_REV","S13","T_1210","_T","USD","A",19.417972,"9","1210","0","_Z","A"
"2023","ISL","TAX_REV","S13","T_1200","_T","USD","A",1.04764,"9","1200","0","_Z","A"
"2022","ISL","TAX_REV","S13","T_1200","_T","USD","A",0.745928,"9","1200","0","_Z","A"
"2021","ISL","TAX_REV","S13","T_1200","_T","USD","A",0.515431,"9","1200","0","_Z","A"
"2020","ISL","TAX_REV","S13","T_1200","_T","USD","A",0.475901,"9","1200","0","_Z","A"
"2019","ISL","TAX_REV","S13","T_1200","_T","USD","A",0.513613,"9","1200","0","_Z","A"
"2018","ISL","TAX_REV","S13","T_1200","_T","USD","A",0.625339,"9","1200","0","_Z","A"
"2017","ISL","TAX_REV","S13","T_1200","_T","USD","A",0.748725,"9","1200","0","_Z","A"
"2016","SVK","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2023","SVK","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2022","SVK","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2021","SVK","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2020","SVK","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2019","SVK","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2018","SVK","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2016","CHL","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2023","CHL","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2022","CHL","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2021","CHL","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2020","CHL","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2019","CHL","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2018","CHL","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2016","IRL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2023","IRL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2022","IRL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2021","IRL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2020","IRL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2019","IRL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2018","IRL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2016","ESP","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2023","ESP","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2022","ESP","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2021","ESP","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2020","ESP","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2019","ESP","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2018","ESP","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2023","PRT","TAX_REV","S13","T_1200","_T","USD","A",9.949392,"9","1200","0","_Z","A"
"2022","PRT","TAX_REV","S13","T_1200","_T","USD","A",8.510244,"9","1200","0","_Z","A"
"2021","PRT","TAX_REV","S13","T_1200","_T","USD","A",6.157222,"9","1200","0","_Z","A"
"2020","PRT","TAX_REV","S13","T_1200","_T","USD","A",6.32783,"9","1200","0","_Z","A"
"2019","PRT","TAX_REV","S13","T_1200","_T","USD","A",7.479958,"9","1200","0","_Z","A"
"2018","PRT","TAX_REV","S13","T_1200","_T","USD","A",8.032951,"9","1200","0","_Z","A"
"2017","PRT","TAX_REV","S13","T_1200","_T","USD","A",7.08469,"9","1200","0","_Z","A"
"2023","LUX","TAX_REV","S13","T_1200","_T","USD","A",4.282405,"9","1200","0","_Z","A"
"2022","LUX","TAX_REV","S13","T_1200","_T","USD","A",3.588128,"9","1200","0","_Z","A"
"2021","LUX","TAX_REV","S13","T_1200","_T","USD","A",3.871507,"9","1200","0","_Z","A"
"2020","LUX","TAX_REV","S13","T_1200","_T","USD","A",3.517646,"9","1200","0","_Z","A"
"2019","LUX","TAX_REV","S13","T_1200","_T","USD","A",4.210478,"9","1200","0","_Z","A"
"2018","LUX","TAX_REV","S13","T_1200","_T","USD","A",4.478811,"9","1200","0","_Z","A"
"2017","LUX","TAX_REV","S13","T_1200","_T","USD","A",3.277786,"9","1200","0","_Z","A"
"2023","ITA","TAX_REV","S13","T_1220","_T","USD","A",0.005406,"9","1220","0","_Z","A"
"2022","ITA","TAX_REV","S13","T_1220","_T","USD","A",0.002106,"9","1220","0","_Z","A"
"2021","ITA","TAX_REV","S13","T_1220","_T","USD","A",0.001183,"9","1220","0","_Z","A"
"2020","ITA","TAX_REV","S13","T_1220","_T","USD","A",0.002284,"9","1220","0","_Z","A"
"2019","ITA","TAX_REV","S13","T_1220","_T","USD","A",0.004478,"9","1220","0","_Z","A"
"2018","ITA","TAX_REV","S13","T_1220","_T","USD","A",0.005905,"9","1220","0","_Z","A"
"2017","ITA","TAX_REV","S13","T_1220","_T","USD","A",0.009037,"9","1220","0","_Z","A"
"2023","ISR","TAX_REV","S13","T_1220","_T","USD","A",0.654419,"9","1220","0","_Z","A"
"2022","ISR","TAX_REV","S13","T_1220","_T","USD","A",1.202519,"9","1220","0","_Z","A"
"2021","ISR","TAX_REV","S13","T_1220","_T","USD","A",0.907065,"9","1220","0","_Z","A"
"2020","ISR","TAX_REV","S13","T_1220","_T","USD","A",0.752381,"9","1220","0","_Z","A"
"2019","ISR","TAX_REV","S13","T_1220","_T","USD","A",0.549863,"9","1220","0","_Z","A"
"2018","ISR","TAX_REV","S13","T_1220","_T","USD","A",0.576512,"9","1220","0","_Z","A"
"2017","ISR","TAX_REV","S13","T_1220","_T","USD","A",0.944561,"9","1220","0","_Z","A"
"2023","LUX","TAX_REV","S13","T_1210","_T","USD","A",4.282405,"9","1210","0","_Z","A"
"2022","LUX","TAX_REV","S13","T_1210","_T","USD","A",3.588128,"9","1210","0","_Z","A"
"2021","LUX","TAX_REV","S13","T_1210","_T","USD","A",3.871507,"9","1210","0","_Z","A"
"2020","LUX","TAX_REV","S13","T_1210","_T","USD","A",3.517646,"9","1210","0","_Z","A"
"2019","LUX","TAX_REV","S13","T_1210","_T","USD","A",4.210478,"9","1210","0","_Z","A"
"2018","LUX","TAX_REV","S13","T_1210","_T","USD","A",4.478811,"9","1210","0","_Z","A"
"2017","LUX","TAX_REV","S13","T_1210","_T","USD","A",3.277786,"9","1210","0","_Z","A"
"2023","HUN","TAX_REV","S13","T_1200","_T","USD","A",4.587016,"6","1200","0","_Z","A"
"2022","HUN","TAX_REV","S13","T_1200","_T","USD","A",2.936015,"6","1200","0","_Z","A"
"2021","HUN","TAX_REV","S13","T_1200","_T","USD","A",2.496721,"6","1200","0","_Z","A"
"2020","HUN","TAX_REV","S13","T_1200","_T","USD","A",2.020434,"6","1200","0","_Z","A"
"2019","HUN","TAX_REV","S13","T_1200","_T","USD","A",2.024104,"6","1200","0","_Z","A"
"2018","HUN","TAX_REV","S13","T_1200","_T","USD","A",2.116478,"6","1200","0","_Z","A"
"2017","HUN","TAX_REV","S13","T_1200","_T","USD","A",2.819446,"6","1200","0","_Z","A"
"2016","SVN","TAX_REV","S13","T_1220","_T","USD","A",0,"6","1220","0","_Z","A"
"2023","SVN","TAX_REV","S13","T_1220","_T","USD","A",0,"6","1220","0","_Z","A"
"2022","SVN","TAX_REV","S13","T_1220","_T","USD","A",0,"6","1220","0","_Z","A"
"2021","SVN","TAX_REV","S13","T_1220","_T","USD","A",0,"6","1220","0","_Z","A"
"2020","SVN","TAX_REV","S13","T_1220","_T","USD","A",0,"6","1220","0","_Z","A"
"2019","SVN","TAX_REV","S13","T_1220","_T","USD","A",0,"6","1220","0","_Z","A"
"2018","SVN","TAX_REV","S13","T_1220","_T","USD","A",0,"6","1220","0","_Z","A"
"2016","CAN","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2023","CAN","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2022","CAN","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2021","CAN","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2020","CAN","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2019","CAN","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2018","CAN","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2021","OECD_REP","TAX_REV","S13","T_1210","_T","USD","A",44.386691,"9","1210","0","_Z","A"
"2020","OECD_REP","TAX_REV","S13","T_1210","_T","USD","A",33.648495,"9","1210","0","_Z","A"
"2019","OECD_REP","TAX_REV","S13","T_1210","_T","USD","A",34.262043,"9","1210","0","_Z","A"
"2018","OECD_REP","TAX_REV","S13","T_1210","_T","USD","A",36.225703,"9","1210","0","_Z","A"
"2017","OECD_REP","TAX_REV","S13","T_1210","_T","USD","A",33.315599,"9","1210","0","_Z","A"
"2016","OECD_REP","TAX_REV","S13","T_1210","_T","USD","A",33.549979,"9","1210","0","_Z","A"
"2016","LVA","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2023","LVA","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2022","LVA","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2021","LVA","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2020","LVA","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2019","LVA","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2018","LVA","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2023","TUR","TAX_REV","S13","T_1210","_T","USD","A",33.124075,"9","1210","0","_Z","A"
"2022","TUR","TAX_REV","S13","T_1210","_T","USD","A",30.663972,"9","1210","0","_Z","A"
"2021","TUR","TAX_REV","S13","T_1210","_T","USD","A",20.108988,"9","1210","0","_Z","A"
"2020","TUR","TAX_REV","S13","T_1210","_T","USD","A",14.989669,"9","1210","0","_Z","A"
"2019","TUR","TAX_REV","S13","T_1210","_T","USD","A",13.893461,"9","1210","0","_Z","A"
"2018","TUR","TAX_REV","S13","T_1210","_T","USD","A",16.29397,"9","1210","0","_Z","A"
"2017","TUR","TAX_REV","S13","T_1210","_T","USD","A",14.502143,"9","1210","0","_Z","A"
"2016","HUN","TAX_REV","S13","T_1210","_T","USD","A",NA,"6","1210","0","_Z","A"
"2023","HUN","TAX_REV","S13","T_1210","_T","USD","A",NA,"6","1210","0","_Z","A"
"2022","HUN","TAX_REV","S13","T_1210","_T","USD","A",NA,"6","1210","0","_Z","A"
"2021","HUN","TAX_REV","S13","T_1210","_T","USD","A",NA,"6","1210","0","_Z","A"
"2020","HUN","TAX_REV","S13","T_1210","_T","USD","A",NA,"6","1210","0","_Z","A"
"2019","HUN","TAX_REV","S13","T_1210","_T","USD","A",NA,"6","1210","0","_Z","A"
"2018","HUN","TAX_REV","S13","T_1210","_T","USD","A",NA,"6","1210","0","_Z","A"
"2023","FRA","TAX_REV","S13","T_1210","_T","USD","A",70.799341,"9","1210","0","_Z","A"
"2022","FRA","TAX_REV","S13","T_1210","_T","USD","A",79.531434,"9","1210","0","_Z","A"
"2021","FRA","TAX_REV","S13","T_1210","_T","USD","A",71.198749,"9","1210","0","_Z","A"
"2020","FRA","TAX_REV","S13","T_1210","_T","USD","A",60.088935,"9","1210","0","_Z","A"
"2019","FRA","TAX_REV","S13","T_1210","_T","USD","A",56.070238,"9","1210","0","_Z","A"
"2018","FRA","TAX_REV","S13","T_1210","_T","USD","A",53.149187,"9","1210","0","_Z","A"
"2017","FRA","TAX_REV","S13","T_1210","_T","USD","A",56.632302,"9","1210","0","_Z","A"
"2016","BEL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2023","BEL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2022","BEL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2021","BEL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2020","BEL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2019","BEL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2018","BEL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2016","OECD_REP","TAX_REV","S13","T_1200","_T","USD","A",32.219942,"9","1200","0","_Z","A"
"2022","OECD_REP","TAX_REV","S13","T_1200","_T","USD","A",50.385216,"9","1200","0","_Z","A"
"2021","OECD_REP","TAX_REV","S13","T_1200","_T","USD","A",42.494899,"9","1200","0","_Z","A"
"2020","OECD_REP","TAX_REV","S13","T_1200","_T","USD","A",32.127808,"9","1200","0","_Z","A"
"2019","OECD_REP","TAX_REV","S13","T_1200","_T","USD","A",33.069949,"9","1200","0","_Z","A"
"2018","OECD_REP","TAX_REV","S13","T_1200","_T","USD","A",34.698226,"9","1200","0","_Z","A"
"2023","CZE","TAX_REV","S13","T_1200","_T","USD","A",16.036587,"9","1200","0","_Z","A"
"2022","CZE","TAX_REV","S13","T_1200","_T","USD","A",12.897207,"9","1200","0","_Z","A"
"2021","CZE","TAX_REV","S13","T_1200","_T","USD","A",11.180895,"9","1200","0","_Z","A"
"2020","CZE","TAX_REV","S13","T_1200","_T","USD","A",8.040268,"9","1200","0","_Z","A"
"2019","CZE","TAX_REV","S13","T_1200","_T","USD","A",8.857236,"9","1200","0","_Z","A"
"2018","CZE","TAX_REV","S13","T_1200","_T","USD","A",9.020514,"9","1200","0","_Z","A"
"2017","CZE","TAX_REV","S13","T_1200","_T","USD","A",8.056089,"9","1200","0","_Z","A"
"2023","LTU","TAX_REV","S13","T_1200","_T","USD","A",2.065219,"9","1200","0","_Z","A"
"2022","LTU","TAX_REV","S13","T_1200","_T","USD","A",1.656451,"9","1200","0","_Z","A"
"2021","LTU","TAX_REV","S13","T_1200","_T","USD","A",1.372678,"9","1200","0","_Z","A"
"2020","LTU","TAX_REV","S13","T_1200","_T","USD","A",0.941893,"9","1200","0","_Z","A"
"2019","LTU","TAX_REV","S13","T_1200","_T","USD","A",0.849846,"9","1200","0","_Z","A"
"2018","LTU","TAX_REV","S13","T_1200","_T","USD","A",0.816333,"9","1200","0","_Z","A"
"2017","LTU","TAX_REV","S13","T_1200","_T","USD","A",0.712862,"9","1200","0","_Z","A"
"2023","ESP","TAX_REV","S13","T_1200","_T","USD","A",46.608062,"9","1200","0","_Z","A"
"2022","ESP","TAX_REV","S13","T_1200","_T","USD","A",38.49313,"9","1200","0","_Z","A"
"2021","ESP","TAX_REV","S13","T_1200","_T","USD","A",38.194239,"9","1200","0","_Z","A"
"2020","ESP","TAX_REV","S13","T_1200","_T","USD","A",25.148885,"9","1200","0","_Z","A"
"2019","ESP","TAX_REV","S13","T_1200","_T","USD","A",28.750353,"9","1200","0","_Z","A"
"2018","ESP","TAX_REV","S13","T_1200","_T","USD","A",35.034183,"9","1200","0","_Z","A"
"2017","ESP","TAX_REV","S13","T_1200","_T","USD","A",29.349101,"9","1200","0","_Z","A"
"2022","IRL","TAX_REV","S13","T_1210","_T","USD","A",23.847662,"9","1210","0","_Z","A"
"2021","IRL","TAX_REV","S13","T_1210","_T","USD","A",18.124608,"9","1210","0","_Z","A"
"2020","IRL","TAX_REV","S13","T_1210","_T","USD","A",13.653598,"9","1210","0","_Z","A"
"2019","IRL","TAX_REV","S13","T_1210","_T","USD","A",12.189626,"9","1210","0","_Z","A"
"2018","IRL","TAX_REV","S13","T_1210","_T","USD","A",12.267354,"9","1210","0","_Z","A"
"2017","IRL","TAX_REV","S13","T_1210","_T","USD","A",9.266321,"9","1210","0","_Z","A"
"2016","IRL","TAX_REV","S13","T_1210","_T","USD","A",8.138904,"9","1210","0","_Z","A"
"2023","CRI","TAX_REV","S13","T_1210","_T","USD","A",2.259234,"9","1210","0","_Z","A"
"2022","CRI","TAX_REV","S13","T_1210","_T","USD","A",1.796682,"9","1210","0","_Z","A"
"2021","CRI","TAX_REV","S13","T_1210","_T","USD","A",1.535074,"9","1210","0","_Z","A"
"2020","CRI","TAX_REV","S13","T_1210","_T","USD","A",1.171942,"9","1210","0","_Z","A"
"2019","CRI","TAX_REV","S13","T_1210","_T","USD","A",1.627647,"9","1210","0","_Z","A"
"2018","CRI","TAX_REV","S13","T_1210","_T","USD","A",1.586356,"9","1210","0","_Z","A"
"2017","CRI","TAX_REV","S13","T_1210","_T","USD","A",1.486978,"9","1210","0","_Z","A"
"2022","AUS","TAX_REV","S13","T_1210","_T","USD","A",111.512104,"9","1210","0","_Z","A"
"2021","AUS","TAX_REV","S13","T_1210","_T","USD","A",110.31988,"9","1210","0","_Z","A"
"2020","AUS","TAX_REV","S13","T_1210","_T","USD","A",79.722024,"9","1210","0","_Z","A"
"2019","AUS","TAX_REV","S13","T_1210","_T","USD","A",65.027401,"9","1210","0","_Z","A"
"2018","AUS","TAX_REV","S13","T_1210","_T","USD","A",75.907868,"9","1210","0","_Z","A"
"2017","AUS","TAX_REV","S13","T_1210","_T","USD","A",72.84889,"9","1210","0","_Z","A"
"2022","BEL","TAX_REV","S13","T_1200","_T","USD","A",22.829457,"9","1200","0","_Z","A"
"2021","BEL","TAX_REV","S13","T_1200","_T","USD","A",22.495724,"9","1200","0","_Z","A"
"2020","BEL","TAX_REV","S13","T_1200","_T","USD","A",17.13432,"9","1200","0","_Z","A"
"2019","BEL","TAX_REV","S13","T_1200","_T","USD","A",19.845938,"9","1200","0","_Z","A"
"2018","BEL","TAX_REV","S13","T_1200","_T","USD","A",23.369191,"9","1200","0","_Z","A"
"2017","BEL","TAX_REV","S13","T_1200","_T","USD","A",20.444733,"9","1200","0","_Z","A"
"2016","BEL","TAX_REV","S13","T_1200","_T","USD","A",16.204627,"9","1200","0","_Z","A"
"2022","AUS","TAX_REV","S13","T_1200","_T","USD","A",111.512104,"9","1200","0","_Z","A"
"2021","AUS","TAX_REV","S13","T_1200","_T","USD","A",110.31988,"9","1200","0","_Z","A"
"2020","AUS","TAX_REV","S13","T_1200","_T","USD","A",79.722024,"9","1200","0","_Z","A"
"2019","AUS","TAX_REV","S13","T_1200","_T","USD","A",65.027401,"9","1200","0","_Z","A"
"2018","AUS","TAX_REV","S13","T_1200","_T","USD","A",75.907868,"9","1200","0","_Z","A"
"2017","AUS","TAX_REV","S13","T_1200","_T","USD","A",72.84889,"9","1200","0","_Z","A"
"2022","POL","TAX_REV","S13","T_1200","_T","USD","A",19.239492,"9","1200","0","_Z","A"
"2021","POL","TAX_REV","S13","T_1200","_T","USD","A",17.759833,"9","1200","0","_Z","A"
"2020","POL","TAX_REV","S13","T_1200","_T","USD","A",13.55782,"9","1200","0","_Z","A"
"2019","POL","TAX_REV","S13","T_1200","_T","USD","A",13.181052,"9","1200","0","_Z","A"
"2018","POL","TAX_REV","S13","T_1200","_T","USD","A",12.272556,"9","1200","0","_Z","A"
"2017","POL","TAX_REV","S13","T_1200","_T","USD","A",10.149939,"9","1200","0","_Z","A"
"2016","POL","TAX_REV","S13","T_1200","_T","USD","A",8.669004,"9","1200","0","_Z","A"
"2023","COL","TAX_REV","S13","T_1210","_T","USD","A",26.128877,"9","1210","0","_Z","A"
"2022","COL","TAX_REV","S13","T_1210","_T","USD","A",17.222174,"9","1210","0","_Z","A"
"2021","COL","TAX_REV","S13","T_1210","_T","USD","A",14.540311,"9","1210","0","_Z","A"
"2020","COL","TAX_REV","S13","T_1210","_T","USD","A",11.712502,"9","1210","0","_Z","A"
"2019","COL","TAX_REV","S13","T_1210","_T","USD","A",15.32286,"9","1210","0","_Z","A"
"2018","COL","TAX_REV","S13","T_1210","_T","USD","A",16.459344,"9","1210","0","_Z","A"
"2017","COL","TAX_REV","S13","T_1210","_T","USD","A",15.238638,"9","1210","0","_Z","A"
"2022","ISR","TAX_REV","S13","T_1200","_T","USD","A",22.677308,"9","1200","0","_Z","A"
"2021","ISR","TAX_REV","S13","T_1200","_T","USD","A",17.480662,"9","1200","0","_Z","A"
"2020","ISR","TAX_REV","S13","T_1200","_T","USD","A",11.331028,"9","1200","0","_Z","A"
"2019","ISR","TAX_REV","S13","T_1200","_T","USD","A",12.273438,"9","1200","0","_Z","A"
"2018","ISR","TAX_REV","S13","T_1200","_T","USD","A",12.043532,"9","1200","0","_Z","A"
"2017","ISR","TAX_REV","S13","T_1200","_T","USD","A",11.921748,"9","1200","0","_Z","A"
"2016","ISR","TAX_REV","S13","T_1200","_T","USD","A",9.833704,"9","1200","0","_Z","A"
"2022","DNK","TAX_REV","S13","T_1210","_T","USD","A",13.323739,"9","1210","0","_Z","A"
"2021","DNK","TAX_REV","S13","T_1210","_T","USD","A",16.244324,"9","1210","0","_Z","A"
"2020","DNK","TAX_REV","S13","T_1210","_T","USD","A",10.351395,"9","1210","0","_Z","A"
"2019","DNK","TAX_REV","S13","T_1210","_T","USD","A",10.918446,"9","1210","0","_Z","A"
"2018","DNK","TAX_REV","S13","T_1210","_T","USD","A",9.870208,"9","1210","0","_Z","A"
"2017","DNK","TAX_REV","S13","T_1210","_T","USD","A",10.881367,"9","1210","0","_Z","A"
"2016","DNK","TAX_REV","S13","T_1210","_T","USD","A",9.466127,"9","1210","0","_Z","A"
"2016","POL","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2023","POL","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
