"TIME_PERIOD","REF_AREA","MEASURE","SECTOR","STANDARD_REVENUE","CTRY_SPECIFIC_REVENUE","UNIT_MEASURE","FREQ","obsValue","UNIT_MULT","REVENUE_CODE","DECIMALS","CURRENCY","OBS_STATUS"
"2022","POL","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2021","POL","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2020","POL","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2019","POL","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2018","POL","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2023","GRC","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2022","GRC","TAX_REV","S13","T_1210","_T","USD","A",5.398979,"9","1210","0","_Z","A"
"2021","GRC","TAX_REV","S13","T_1210","_T","USD","A",4.298079,"9","1210","0","_Z","A"
"2020","GRC","TAX_REV","S13","T_1210","_T","USD","A",2.684162,"9","1210","0","_Z","A"
"2019","GRC","TAX_REV","S13","T_1210","_T","USD","A",3.898011,"9","1210","0","_Z","A"
"2018","GRC","TAX_REV","S13","T_1210","_T","USD","A",4.721454,"9","1210","0","_Z","A"
"2017","GRC","TAX_REV","S13","T_1210","_T","USD","A",3.965179,"9","1210","0","_Z","A"
"2022","LVA","TAX_REV","S13","T_1200","_T","USD","A",0.408963,"9","1200","0","_Z","A"
"2021","LVA","TAX_REV","S13","T_1200","_T","USD","A",0.340064,"9","1200","0","_Z","A"
"2020","LVA","TAX_REV","S13","T_1200","_T","USD","A",0.247286,"9","1200","0","_Z","A"
"2019","LVA","TAX_REV","S13","T_1200","_T","USD","A",0.053388,"9","1200","0","_Z","A"
"2018","LVA","TAX_REV","S13","T_1200","_T","USD","A",0.363246,"9","1200","0","_Z","A"
"2017","LVA","TAX_REV","S13","T_1200","_T","USD","A",0.482807,"9","1200","0","_Z","A"
"2016","LVA","TAX_REV","S13","T_1200","_T","USD","A",0.469568,"9","1200","0","_Z","A"
"2016","SVK","TAX_REV","S13","T_1210","_T","USD","A",0,"9","1210","0","_Z","A"
"2023","SVK","TAX_REV","S13","T_1210","_T","USD","A",0,"9","1210","0","_Z","A"
"2022","SVK","TAX_REV","S13","T_1210","_T","USD","A",0,"9","1210","0","_Z","A"
"2021","SVK","TAX_REV","S13","T_1210","_T","USD","A",0,"9","1210","0","_Z","A"
"2020","SVK","TAX_REV","S13","T_1210","_T","USD","A",0,"9","1210","0","_Z","A"
"2019","SVK","TAX_REV","S13","T_1210","_T","USD","A",0,"9","1210","0","_Z","A"
"2018","SVK","TAX_REV","S13","T_1210","_T","USD","A",0,"9","1210","0","_Z","A"
"2016","NLD","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2023","NLD","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2022","NLD","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2021","NLD","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2020","NLD","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2019","NLD","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2018","NLD","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2016","POL","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2023","POL","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2022","POL","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2021","POL","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2020","POL","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2019","POL","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2018","POL","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2022","LVA","TAX_REV","S13","T_1210","_T","USD","A",0.408963,"9","1210","0","_Z","A"
"2021","LVA","TAX_REV","S13","T_1210","_T","USD","A",0.340064,"9","1210","0","_Z","A"
"2020","LVA","TAX_REV","S13","T_1210","_T","USD","A",0.247286,"9","1210","0","_Z","A"
"2019","LVA","TAX_REV","S13","T_1210","_T","USD","A",0.053388,"9","1210","0","_Z","A"
"2018","LVA","TAX_REV","S13","T_1210","_T","USD","A",0.363246,"9","1210","0","_Z","A"
"2017","LVA","TAX_REV","S13","T_1210","_T","USD","A",0.482807,"9","1210","0","_Z","A"
"2016","LVA","TAX_REV","S13","T_1210","_T","USD","A",0.469568,"9","1210","0","_Z","A"
"2022","GBR","TAX_REV","S13","T_1210","_T","USD","A",99.052013,"9","1210","0","_Z","A"
"2021","GBR","TAX_REV","S13","T_1210","_T","USD","A",90.774371,"9","1210","0","_Z","A"
"2020","GBR","TAX_REV","S13","T_1210","_T","USD","A",63.152938,"9","1210","0","_Z","A"
"2019","GBR","TAX_REV","S13","T_1210","_T","USD","A",64.203673,"9","1210","0","_Z","A"
"2018","GBR","TAX_REV","S13","T_1210","_T","USD","A",71.355154,"9","1210","0","_Z","A"
"2017","GBR","TAX_REV","S13","T_1210","_T","USD","A",68.0728,"9","1210","0","_Z","A"
"2016","GBR","TAX_REV","S13","T_1210","_T","USD","A",66.780623,"9","1210","0","_Z","A"
"2022","CZE","TAX_REV","S13","T_1210","_T","USD","A",12.897207,"9","1210","0","_Z","A"
"2021","CZE","TAX_REV","S13","T_1210","_T","USD","A",11.180895,"9","1210","0","_Z","A"
"2020","CZE","TAX_REV","S13","T_1210","_T","USD","A",8.040268,"9","1210","0","_Z","A"
"2019","CZE","TAX_REV","S13","T_1210","_T","USD","A",8.857236,"9","1210","0","_Z","A"
"2018","CZE","TAX_REV","S13","T_1210","_T","USD","A",9.020514,"9","1210","0","_Z","A"
"2017","CZE","TAX_REV","S13","T_1210","_T","USD","A",8.056089,"9","1210","0","_Z","A"
"2016","CZE","TAX_REV","S13","T_1210","_T","USD","A",7.314014,"9","1210","0","_Z","A"
"2022","ITA","TAX_REV","S13","T_1200","_T","USD","A",59.306736,"9","1200","0","_Z","A"
"2021","ITA","TAX_REV","S13","T_1200","_T","USD","A",40.641566,"9","1200","0","_Z","A"
"2020","ITA","TAX_REV","S13","T_1200","_T","USD","A",39.02349,"9","1200","0","_Z","A"
"2019","ITA","TAX_REV","S13","T_1200","_T","USD","A",39.378983,"9","1200","0","_Z","A"
"2018","ITA","TAX_REV","S13","T_1200","_T","USD","A",38.896493,"9","1200","0","_Z","A"
"2017","ITA","TAX_REV","S13","T_1200","_T","USD","A",40.784744,"9","1200","0","_Z","A"
"2016","ITA","TAX_REV","S13","T_1200","_T","USD","A",40.064156,"9","1200","0","_Z","A"
"2022","USA","TAX_REV","S13","T_1200","_T","USD","A",527.53639,"9","1200","0","_Z","A"
"2021","USA","TAX_REV","S13","T_1200","_T","USD","A",390.81835,"9","1200","0","_Z","A"
"2020","USA","TAX_REV","S13","T_1200","_T","USD","A",294.62885,"9","1200","0","_Z","A"
"2019","USA","TAX_REV","S13","T_1200","_T","USD","A",283.9204,"9","1200","0","_Z","A"
"2018","USA","TAX_REV","S13","T_1200","_T","USD","A",285.0841,"9","1200","0","_Z","A"
"2017","USA","TAX_REV","S13","T_1200","_T","USD","A",284.77825,"9","1200","0","_Z","A"
"2016","USA","TAX_REV","S13","T_1200","_T","USD","A",365.04526,"9","1200","0","_Z","A"
"2023","JPN","TAX_REV","S13","T_1200","_T","USD","A",186.444551,"9","1200","0","_Z","A"
"2022","JPN","TAX_REV","S13","T_1200","_T","USD","A",200.631843,"9","1200","0","_Z","A"
"2021","JPN","TAX_REV","S13","T_1200","_T","USD","A",213.271071,"9","1200","0","_Z","A"
"2020","JPN","TAX_REV","S13","T_1200","_T","USD","A",192.943574,"9","1200","0","_Z","A"
"2019","JPN","TAX_REV","S13","T_1200","_T","USD","A",194.063866,"9","1200","0","_Z","A"
"2018","JPN","TAX_REV","S13","T_1200","_T","USD","A",205.245715,"9","1200","0","_Z","A"
"2017","JPN","TAX_REV","S13","T_1200","_T","USD","A",181.985385,"9","1200","0","_Z","A"
"2022","KOR","TAX_REV","S13","T_1210","_T","USD","A",90.028495,"9","1210","0","_Z","A"
"2021","KOR","TAX_REV","S13","T_1210","_T","USD","A",69.377057,"9","1210","0","_Z","A"
"2020","KOR","TAX_REV","S13","T_1210","_T","USD","A",55.307879,"9","1210","0","_Z","A"
"2019","KOR","TAX_REV","S13","T_1210","_T","USD","A",70.644416,"9","1210","0","_Z","A"
"2018","KOR","TAX_REV","S13","T_1210","_T","USD","A",72.445607,"9","1210","0","_Z","A"
"2017","KOR","TAX_REV","S13","T_1210","_T","USD","A",58.619762,"9","1210","0","_Z","A"
"2016","KOR","TAX_REV","S13","T_1210","_T","USD","A",50.649247,"9","1210","0","_Z","A"
"2022","USA","TAX_REV","S13","T_1220","_T","USD","A",55.196902,"9","1220","0","_Z","A"
"2021","USA","TAX_REV","S13","T_1220","_T","USD","A",66.106141,"9","1220","0","_Z","A"
"2020","USA","TAX_REV","S13","T_1220","_T","USD","A",40.720293,"9","1220","0","_Z","A"
"2019","USA","TAX_REV","S13","T_1220","_T","USD","A",47.387279,"9","1220","0","_Z","A"
"2018","USA","TAX_REV","S13","T_1220","_T","USD","A",39.23786,"9","1220","0","_Z","A"
"2017","USA","TAX_REV","S13","T_1220","_T","USD","A",46.663397,"9","1220","0","_Z","A"
"2016","USA","TAX_REV","S13","T_1220","_T","USD","A",50.596184,"9","1220","0","_Z","A"
"2022","NZL","TAX_REV","S13","T_1210","_T","USD","A",11.17102,"9","1210","0","_Z","A"
"2021","NZL","TAX_REV","S13","T_1210","_T","USD","A",13.220403,"9","1210","0","_Z","A"
"2020","NZL","TAX_REV","S13","T_1210","_T","USD","A",12.056736,"9","1210","0","_Z","A"
"2019","NZL","TAX_REV","S13","T_1210","_T","USD","A",8.114557,"9","1210","0","_Z","A"
"2018","NZL","TAX_REV","S13","T_1210","_T","USD","A",10.501722,"9","1210","0","_Z","A"
"2017","NZL","TAX_REV","S13","T_1210","_T","USD","A",9.523723,"9","1210","0","_Z","A"
"2016","NZL","TAX_REV","S13","T_1210","_T","USD","A",9.466468,"9","1210","0","_Z","A"
"2022","AUT","TAX_REV","S13","T_1210","_T","USD","A",16.13817,"9","1210","0","_Z","A"
"2021","AUT","TAX_REV","S13","T_1210","_T","USD","A",13.208438,"9","1210","0","_Z","A"
"2020","AUT","TAX_REV","S13","T_1210","_T","USD","A",9.346008,"9","1210","0","_Z","A"
"2019","AUT","TAX_REV","S13","T_1210","_T","USD","A",12.085151,"9","1210","0","_Z","A"
"2018","AUT","TAX_REV","S13","T_1210","_T","USD","A",12.329351,"9","1210","0","_Z","A"
"2017","AUT","TAX_REV","S13","T_1210","_T","USD","A",10.303949,"9","1210","0","_Z","A"
"2016","AUT","TAX_REV","S13","T_1210","_T","USD","A",9.284405,"9","1210","0","_Z","A"
"2023","LTU","TAX_REV","S13","T_1210","_T","USD","A",2.065219,"9","1210","0","_Z","A"
"2022","LTU","TAX_REV","S13","T_1210","_T","USD","A",1.656451,"9","1210","0","_Z","A"
"2021","LTU","TAX_REV","S13","T_1210","_T","USD","A",1.372678,"9","1210","0","_Z","A"
"2020","LTU","TAX_REV","S13","T_1210","_T","USD","A",0.941893,"9","1210","0","_Z","A"
"2019","LTU","TAX_REV","S13","T_1210","_T","USD","A",0.849846,"9","1210","0","_Z","A"
"2018","LTU","TAX_REV","S13","T_1210","_T","USD","A",0.816333,"9","1210","0","_Z","A"
"2017","LTU","TAX_REV","S13","T_1210","_T","USD","A",0.712862,"9","1210","0","_Z","A"
"2023","CRI","TAX_REV","S13","T_1220","_T","USD","A",0.029029,"9","1220","0","_Z","A"
"2022","CRI","TAX_REV","S13","T_1220","_T","USD","A",0.040391,"9","1220","0","_Z","A"
"2021","CRI","TAX_REV","S13","T_1220","_T","USD","A",0.028344,"9","1220","0","_Z","A"
"2020","CRI","TAX_REV","S13","T_1220","_T","USD","A",0.012107,"9","1220","0","_Z","A"
"2019","CRI","TAX_REV","S13","T_1220","_T","USD","A",0.173979,"9","1220","0","_Z","A"
"2018","CRI","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2017","CRI","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2016","FIN","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2023","FIN","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2022","FIN","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2021","FIN","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2020","FIN","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2019","FIN","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2018","FIN","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2023","CAN","TAX_REV","S13","T_1210","_T","USD","A",99.770829,"9","1210","0","_Z","A"
"2022","CAN","TAX_REV","S13","T_1210","_T","USD","A",101.44161,"9","1210","0","_Z","A"
"2021","CAN","TAX_REV","S13","T_1210","_T","USD","A",98.354843,"9","1210","0","_Z","A"
"2020","CAN","TAX_REV","S13","T_1210","_T","USD","A",68.695906,"9","1210","0","_Z","A"
"2019","CAN","TAX_REV","S13","T_1210","_T","USD","A",65.28108,"9","1210","0","_Z","A"
"2018","CAN","TAX_REV","S13","T_1210","_T","USD","A",70.500634,"9","1210","0","_Z","A"
"2017","CAN","TAX_REV","S13","T_1210","_T","USD","A",64.155428,"9","1210","0","_Z","A"
"2016","LTU","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2023","LTU","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2022","LTU","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2021","LTU","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2020","LTU","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2019","LTU","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2018","LTU","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2016","MEX","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2023","MEX","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2022","MEX","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2021","MEX","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2020","MEX","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2019","MEX","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2018","MEX","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2022","CZE","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2021","CZE","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2020","CZE","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2019","CZE","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2018","CZE","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2017","CZE","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2016","CZE","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2022","KOR","TAX_REV","S13","T_1200","_T","USD","A",90.028495,"9","1200","0","_Z","A"
"2021","KOR","TAX_REV","S13","T_1200","_T","USD","A",69.377057,"9","1200","0","_Z","A"
"2020","KOR","TAX_REV","S13","T_1200","_T","USD","A",55.307879,"9","1200","0","_Z","A"
"2019","KOR","TAX_REV","S13","T_1200","_T","USD","A",70.644416,"9","1200","0","_Z","A"
"2018","KOR","TAX_REV","S13","T_1200","_T","USD","A",72.445607,"9","1200","0","_Z","A"
"2017","KOR","TAX_REV","S13","T_1200","_T","USD","A",58.619762,"9","1200","0","_Z","A"
"2016","KOR","TAX_REV","S13","T_1200","_T","USD","A",50.649247,"9","1200","0","_Z","A"
"2022","NLD","TAX_REV","S13","T_1210","_T","USD","A",49.674397,"9","1210","0","_Z","A"
"2021","NLD","TAX_REV","S13","T_1210","_T","USD","A",39.523639,"9","1210","0","_Z","A"
"2020","NLD","TAX_REV","S13","T_1210","_T","USD","A",28.205404,"9","1210","0","_Z","A"
"2019","NLD","TAX_REV","S13","T_1210","_T","USD","A",33.623427,"9","1210","0","_Z","A"
"2018","NLD","TAX_REV","S13","T_1210","_T","USD","A",32.014483,"9","1210","0","_Z","A"
"2017","NLD","TAX_REV","S13","T_1210","_T","USD","A",27.326972,"9","1210","0","_Z","A"
"2016","NLD","TAX_REV","S13","T_1210","_T","USD","A",26.234723,"9","1210","0","_Z","A"
"2016","CHE","TAX_REV","S13","T_1220","_T","USD","A",NA,"6","1220","0","_Z","A"
"2023","CHE","TAX_REV","S13","T_1220","_T","USD","A",NA,"6","1220","0","_Z","A"
"2022","CHE","TAX_REV","S13","T_1220","_T","USD","A",NA,"6","1220","0","_Z","A"
"2021","CHE","TAX_REV","S13","T_1220","_T","USD","A",NA,"6","1220","0","_Z","A"
"2020","CHE","TAX_REV","S13","T_1220","_T","USD","A",NA,"6","1220","0","_Z","A"
"2019","CHE","TAX_REV","S13","T_1220","_T","USD","A",NA,"6","1220","0","_Z","A"
"2018","CHE","TAX_REV","S13","T_1220","_T","USD","A",NA,"6","1220","0","_Z","A"
"2016","FRA","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2023","FRA","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2022","FRA","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2021","FRA","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2020","FRA","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2019","FRA","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2018","FRA","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2016","PRT","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2023","PRT","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2022","PRT","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2021","PRT","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2020","PRT","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2019","PRT","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2018","PRT","TAX_REV","S13","T_1210","_T","USD","A",NA,"9","1210","0","_Z","A"
"2022","BEL","TAX_REV","S13","T_1210","_T","USD","A",22.829457,"9","1210","0","_Z","A"
"2021","BEL","TAX_REV","S13","T_1210","_T","USD","A",22.495724,"9","1210","0","_Z","A"
"2020","BEL","TAX_REV","S13","T_1210","_T","USD","A",17.13432,"9","1210","0","_Z","A"
"2019","BEL","TAX_REV","S13","T_1210","_T","USD","A",19.845938,"9","1210","0","_Z","A"
"2018","BEL","TAX_REV","S13","T_1210","_T","USD","A",23.369191,"9","1210","0","_Z","A"
"2017","BEL","TAX_REV","S13","T_1210","_T","USD","A",20.444733,"9","1210","0","_Z","A"
"2016","BEL","TAX_REV","S13","T_1210","_T","USD","A",16.204627,"9","1210","0","_Z","A"
"2016","GRC","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2023","GRC","TAX_REV","S13","T_1220","_T","USD","A",NA,"9","1220","0","_Z","A"
"2022","GRC","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2021","GRC","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2020","GRC","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2019","GRC","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2018","GRC","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2022","ISR","TAX_REV","S13","T_1210","_T","USD","A",21.474788,"9","1210","0","_Z","A"
"2021","ISR","TAX_REV","S13","T_1210","_T","USD","A",16.573597,"9","1210","0","_Z","A"
"2020","ISR","TAX_REV","S13","T_1210","_T","USD","A",10.578648,"9","1210","0","_Z","A"
"2019","ISR","TAX_REV","S13","T_1210","_T","USD","A",11.723575,"9","1210","0","_Z","A"
"2018","ISR","TAX_REV","S13","T_1210","_T","USD","A",11.46702,"9","1210","0","_Z","A"
"2017","ISR","TAX_REV","S13","T_1210","_T","USD","A",10.977187,"9","1210","0","_Z","A"
"2016","ISR","TAX_REV","S13","T_1210","_T","USD","A",9.336382,"9","1210","0","_Z","A"
"2016","NZL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2023","NZL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2022","NZL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2021","NZL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2020","NZL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2019","NZL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2018","NZL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2022","DEU","TAX_REV","S13","T_1200","_T","USD","A",97.541764,"9","1200","0","_Z","A"
"2021","DEU","TAX_REV","S13","T_1200","_T","USD","A",99.548903,"9","1200","0","_Z","A"
"2020","DEU","TAX_REV","S13","T_1200","_T","USD","A",62.668902,"9","1200","0","_Z","A"
"2019","DEU","TAX_REV","S13","T_1200","_T","USD","A",76.795973,"9","1200","0","_Z","A"
"2018","DEU","TAX_REV","S13","T_1200","_T","USD","A",85.106634,"9","1200","0","_Z","A"
"2017","DEU","TAX_REV","S13","T_1200","_T","USD","A",74.677533,"9","1200","0","_Z","A"
"2016","DEU","TAX_REV","S13","T_1200","_T","USD","A",68.502946,"9","1200","0","_Z","A"
"2022","GBR","TAX_REV","S13","T_1220","_T","USD","A",1.528407,"9","1220","0","_Z","A"
"2021","GBR","TAX_REV","S13","T_1220","_T","USD","A",1.643594,"9","1220","0","_Z","A"
"2020","GBR","TAX_REV","S13","T_1220","_T","USD","A",1.320513,"9","1220","0","_Z","A"
"2019","GBR","TAX_REV","S13","T_1220","_T","USD","A",1.661891,"9","1220","0","_Z","A"
"2018","GBR","TAX_REV","S13","T_1220","_T","USD","A",2.038605,"9","1220","0","_Z","A"
"2017","GBR","TAX_REV","S13","T_1220","_T","USD","A",2.222717,"9","1220","0","_Z","A"
"2016","GBR","TAX_REV","S13","T_1220","_T","USD","A",2.904269,"9","1220","0","_Z","A"
"2021","GBR","TAX_REV","S13","T_1200","_T","USD","A",92.417965,"9","1200","0","_Z","A"
"2020","GBR","TAX_REV","S13","T_1200","_T","USD","A",64.47345,"9","1200","0","_Z","A"
"2019","GBR","TAX_REV","S13","T_1200","_T","USD","A",65.865564,"9","1200","0","_Z","A"
"2018","GBR","TAX_REV","S13","T_1200","_T","USD","A",73.39376,"9","1200","0","_Z","A"
"2017","GBR","TAX_REV","S13","T_1200","_T","USD","A",70.295517,"9","1200","0","_Z","A"
"2016","GBR","TAX_REV","S13","T_1200","_T","USD","A",69.684892,"9","1200","0","_Z","A"
"2023","GBR","TAX_REV","S13","T_1200","_T","USD","A",118.884273,"9","1200","0","_Z","A"
"2016","TUR","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2023","TUR","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2022","TUR","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2021","TUR","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2020","TUR","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2019","TUR","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2018","TUR","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2021","GRC","TAX_REV","S13","T_1200","_T","USD","A",4.298079,"9","1200","0","_Z","A"
"2020","GRC","TAX_REV","S13","T_1200","_T","USD","A",2.684162,"9","1200","0","_Z","A"
"2019","GRC","TAX_REV","S13","T_1200","_T","USD","A",3.898011,"9","1200","0","_Z","A"
"2018","GRC","TAX_REV","S13","T_1200","_T","USD","A",4.721454,"9","1200","0","_Z","A"
"2017","GRC","TAX_REV","S13","T_1200","_T","USD","A",3.965179,"9","1200","0","_Z","A"
"2016","GRC","TAX_REV","S13","T_1200","_T","USD","A",4.857093,"9","1200","0","_Z","A"
"2023","GRC","TAX_REV","S13","T_1200","_T","USD","A",NA,"9","1200","0","_Z","A"
"2016","DEU","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2023","DEU","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2022","DEU","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2021","DEU","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2020","DEU","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2019","DEU","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2018","DEU","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2016","ISL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2023","ISL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2022","ISL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2021","ISL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2020","ISL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2019","ISL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2018","ISL","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
"2017","OECD_REP","TAX_REV","S13","T_1220","_T","USD","A",1.673569,"9","1220","0","_Z","A"
"2016","SVK","TAX_REV","S13","T_1200","_T","USD","A",3.118765,"9","1200","0","_Z","A"
"2016","COL","TAX_REV","S13","T_1200","_T","USD","A",13.867443,"9","1200","0","_Z","A"
"2016","DNK","TAX_REV","S13","T_1200","_T","USD","A",9.466127,"9","1200","0","_Z","A"
"2016","TUR","TAX_REV","S13","T_1200","_T","USD","A",14.22773,"9","1200","0","_Z","A"
"2016","FIN","TAX_REV","S13","T_1200","_T","USD","A",5.310924,"9","1200","0","_Z","A"
"2017","NOR","TAX_REV","S13","T_1220","_T","USD","A",0,"9","1220","0","_Z","A"
