"TIME_PERIOD","FREQ","REF_AREA","SECTOR","COUNTERPART_SECTOR","ACCOUNTING_ENTRY","TRANSACTION","INSTR_ASSET","EXPENDITURE","UNIT_MEASURE","VALUATION","PRICE_BASE","TRANSFORMATION","TABLE_IDENTIFIER","obsValue","COUNTERPART_AREA","CONSOLIDATION","DECIMALS","UNIT_MULT","CURRENCY","CONF_STATUS","OBS_STATUS"
"2020","A","SVN","S12","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",733.43,"W","_Z","2","6","EUR","F","A"
"2019","A","SVN","S12","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",670.764,"W","_Z","2","6","EUR","F","A"
"2018","A","SVN","S12","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",641.992,"W","_Z","2","6","EUR","F","A"
"2017","A","SVN","S12","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",567.675,"W","_Z","2","6","EUR","F","A"
"2016","A","SVN","S12","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",517.479,"W","_Z","2","6","EUR","F","A"
"2023","A","LVA","S12","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",759.381,"W","N","2","6","EUR","F","A"
"2022","A","LVA","S12","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",598.374,"W","N","2","6","EUR","F","A"
"2021","A","LVA","S12","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",497.686,"W","N","2","6","EUR","F","A"
"2020","A","LVA","S12","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",484.912,"W","N","2","6","EUR","F","A"
"2019","A","LVA","S12","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",513.013,"W","N","2","6","EUR","F","A"
"2018","A","LVA","S12","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",456.424,"W","N","2","6","EUR","F","A"
"2017","A","LVA","S12","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",439.049,"W","N","2","6","EUR","F","A"
"2016","A","LVA","S12","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",385.713,"W","N","2","6","EUR","F","A"
"2022","A","NLD","S1","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",61773,"W","P","2","6","EUR","F","A"
"2016","A","NLD","S1","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",62894,"W","P","2","6","EUR","F","A"
"2018","A","EU27_2020","S11","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",7198247.252,"W","_Z","2","6","EUR","F","A"
"2017","A","EU27_2020","S11","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",6936532.973,"W","_Z","2","6","EUR","F","A"
"2021","A","EST","S12","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",224.9,"W","N","2","6","EUR","F","A"
"2020","A","EST","S12","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",216.3,"W","N","2","6","EUR","F","A"
"2019","A","EST","S12","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",212.3,"W","N","2","6","EUR","F","A"
"2018","A","EST","S12","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",197.7,"W","N","2","6","EUR","F","A"
"2017","A","EST","S12","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",183,"W","N","2","6","EUR","F","A"
"2022","A","FIN","S11","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",1276,"W","N","2","6","EUR","F","A"
"2021","A","FIN","S11","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",1281,"W","N","2","6","EUR","F","A"
"2020","A","FIN","S11","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",1292,"W","N","2","6","EUR","F","A"
"2019","A","FIN","S11","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",1264,"W","N","2","6","EUR","F","A"
"2018","A","FIN","S11","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",1164,"W","N","2","6","EUR","F","A"
"2017","A","FIN","S11","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",1139,"W","N","2","6","EUR","F","A"
"2016","A","FIN","S11","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",1065,"W","N","2","6","EUR","F","A"
"2023","A","ITA","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",25215.3,"W","N","2","6","EUR","F","A"
"2022","A","ITA","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",25287.4,"W","N","2","6","EUR","F","A"
"2021","A","ITA","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",22003,"W","N","2","6","EUR","F","A"
"2020","A","ITA","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",22522.9,"W","N","2","6","EUR","F","A"
"2019","A","ITA","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",23228.2,"W","N","2","6","EUR","F","A"
"2018","A","ITA","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",23562.3,"W","N","2","6","EUR","F","A"
"2017","A","ITA","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",23749.1,"W","N","2","6","EUR","F","A"
"2016","A","ITA","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",23669.7,"W","N","2","6","EUR","F","A"
"2020","A","SVN","S11","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",4946.957,"W","N","2","6","EUR","F","A"
"2019","A","SVN","S11","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",4828.474,"W","N","2","6","EUR","F","A"
"2018","A","SVN","S11","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",4633.837,"W","N","2","6","EUR","F","A"
"2017","A","SVN","S11","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",4486.993,"W","N","2","6","EUR","F","A"
"2016","A","SVN","S11","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",4398.409,"W","N","2","6","EUR","F","A"
"2019","A","DEU","S11","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",0,"W","N","2","6","EUR","F","A"
"2018","A","DEU","S11","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",0,"W","N","2","6","EUR","F","A"
"2017","A","DEU","S11","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",0,"W","N","2","6","EUR","F","A"
"2016","A","DEU","S11","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",0,"W","N","2","6","EUR","F","A"
"2021","A","GRC","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",4526.52,"W","N","2","6","EUR","F","A"
"2020","A","GRC","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",4387.638,"W","N","2","6","EUR","F","A"
"2019","A","GRC","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",3872.107,"W","N","2","6","EUR","F","A"
"2018","A","GRC","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",3696.471,"W","N","2","6","EUR","F","A"
"2017","A","GRC","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",4630.973,"W","N","2","6","EUR","F","A"
"2016","A","GRC","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",5187.247,"W","N","2","6","EUR","F","A"
"2022","A","EU27_2020","S11","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",0,"W","N","2","6","EUR","F","A"
"2021","A","EU27_2020","S11","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",0,"W","N","2","6","EUR","F","A"
"2020","A","EU27_2020","S11","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",0,"W","N","2","6","EUR","F","A"
"2019","A","EU27_2020","S11","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",0,"W","N","2","6","EUR","F","A"
"2018","A","EU27_2020","S11","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",0,"W","N","2","6","EUR","F","A"
"2017","A","EU27_2020","S11","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",0,"W","N","2","6","EUR","F","A"
"2016","A","EU27_2020","S11","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",0,"W","N","2","6","EUR","F","A"
"2021","A","FRA","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",264483.6,"W","P","2","6","EUR","F","A"
"2020","A","FRA","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",255265.4,"W","P","2","6","EUR","F","A"
"2019","A","FRA","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",246910.2,"W","P","2","6","EUR","F","A"
"2018","A","FRA","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",236711.3,"W","P","2","6","EUR","F","A"
"2017","A","FRA","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",232152,"W","P","2","6","EUR","F","A"
"2016","A","FRA","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",225907.1,"W","P","2","6","EUR","F","A"
"2019","A","DEU","S12","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",40997,"W","N","2","6","EUR","F","A"
"2018","A","DEU","S12","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",35660,"W","N","2","6","EUR","F","A"
"2017","A","DEU","S12","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",45951,"W","N","2","6","EUR","F","A"
"2016","A","DEU","S12","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",35280,"W","N","2","6","EUR","F","A"
"2023","A","SVK","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",15.491,"W","N","2","6","EUR","F","A"
"2022","A","SVK","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",22.569,"W","N","2","6","EUR","F","A"
"2021","A","SVK","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",15.478,"W","N","2","6","EUR","F","A"
"2020","A","SVK","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",14.719,"W","N","2","6","EUR","F","A"
"2019","A","SVK","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",16.919,"W","N","2","6","EUR","F","A"
"2018","A","SVK","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",14.717,"W","N","2","6","EUR","F","A"
"2017","A","SVK","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",15.194,"W","N","2","6","EUR","F","A"
"2016","A","SVK","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",14.278,"W","N","2","6","EUR","F","A"
"2019","A","AUT","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",14921.6,"W","N","2","6","EUR","F","A"
"2018","A","AUT","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",14442,"W","N","2","6","EUR","F","A"
"2017","A","AUT","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",12317.3,"W","N","2","6","EUR","F","A"
"2016","A","AUT","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",13611.4,"W","N","2","6","EUR","F","A"
"2019","A","GRC","S11","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",21410.847,"W","_Z","2","6","EUR","F","A"
"2018","A","GRC","S11","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",23842.379,"W","_Z","2","6","EUR","F","A"
"2017","A","GRC","S11","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",20125.609,"W","_Z","2","6","EUR","F","A"
"2016","A","GRC","S11","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",21163.297,"W","_Z","2","6","EUR","F","A"
"2023","A","FIN","S11","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",1647,"W","N","2","6","EUR","F","A"
"2023","A","ITA","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",115288.2,"W","P","2","6","EUR","F","A"
"2022","A","ITA","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",109134.2,"W","P","2","6","EUR","F","A"
"2021","A","ITA","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",103338.7,"W","P","2","6","EUR","F","A"
"2020","A","ITA","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",90800,"W","P","2","6","EUR","F","A"
"2019","A","ITA","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",100053.5,"W","P","2","6","EUR","F","A"
"2018","A","ITA","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",95998.1,"W","P","2","6","EUR","F","A"
"2017","A","ITA","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",95651.2,"W","P","2","6","EUR","F","A"
"2016","A","ITA","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",93196.1,"W","P","2","6","EUR","F","A"
"2016","A","GRC","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",8607.139,"W","_Z","2","6","EUR","F","A"
"2022","A","PRT","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",1577.372,"W","N","2","6","EUR","F","A"
"2021","A","PRT","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",1310.58,"W","N","2","6","EUR","F","A"
"2020","A","PRT","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",1239.816,"W","N","2","6","EUR","F","A"
"2019","A","PRT","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",1312.205,"W","N","2","6","EUR","F","A"
"2018","A","PRT","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",1256.206,"W","N","2","6","EUR","F","A"
"2017","A","PRT","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",1243.602,"W","N","2","6","EUR","F","A"
"2016","A","PRT","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",1433.928,"W","N","2","6","EUR","F","A"
"2023","A","AUT","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",3829.4,"W","N","2","6","EUR","F","A"
"2022","A","AUT","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",5552.2,"W","N","2","6","EUR","F","A"
"2021","A","AUT","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",5272.1,"W","N","2","6","EUR","F","A"
"2020","A","AUT","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",4051.3,"W","N","2","6","EUR","F","A"
"2019","A","AUT","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",4647.1,"W","N","2","6","EUR","F","A"
"2018","A","AUT","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",5065.7,"W","N","2","6","EUR","F","A"
"2017","A","AUT","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",4785.8,"W","N","2","6","EUR","F","A"
"2016","A","AUT","S12","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",5113.3,"W","N","2","6","EUR","F","A"
"2016","A","EST","S12","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",169.9,"W","N","2","6","EUR","F","A"
"2017","A","IRL","S12","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",8145.467,"W","_Z","2","6","EUR","F","A"
"2016","A","IRL","S12","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",8764.174,"W","_Z","2","6","EUR","F","A"
"2023","A","SVN","S11","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",6468.231,"W","N","2","6","EUR","F","A"
"2022","A","SVN","S11","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",6146.566,"W","N","2","6","EUR","F","A"
"2021","A","SVN","S11","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",5350,"W","N","2","6","EUR","F","A"
"2023","A","LVA","S1","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",20680.294,"W","N","2","6","EUR","F","A"
"2023","A","LVA","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",897.062,"W","N","2","6","EUR","F","A"
"2022","A","LVA","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",542.303,"W","N","2","6","EUR","F","A"
"2021","A","LVA","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",475.65,"W","N","2","6","EUR","F","A"
"2020","A","LVA","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",423.695,"W","N","2","6","EUR","F","A"
"2019","A","LVA","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",415.847,"W","N","2","6","EUR","F","A"
"2018","A","LVA","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",343.49,"W","N","2","6","EUR","F","A"
"2017","A","LVA","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",309.054,"W","N","2","6","EUR","F","A"
"2016","A","LVA","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",307.478,"W","N","2","6","EUR","F","A"
"2023","A","FIN","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",10038,"W","_Z","2","6","EUR","F","A"
"2022","A","FIN","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",8050,"W","_Z","2","6","EUR","F","A"
"2021","A","FIN","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",7090,"W","_Z","2","6","EUR","F","A"
"2020","A","FIN","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",6218,"W","_Z","2","6","EUR","F","A"
"2019","A","FIN","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",6025,"W","_Z","2","6","EUR","F","A"
"2018","A","FIN","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",6549,"W","_Z","2","6","EUR","F","A"
"2017","A","FIN","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",6548,"W","_Z","2","6","EUR","F","A"
"2016","A","FIN","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",6202,"W","_Z","2","6","EUR","F","A"
"2023","A","SVN","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",12.934,"W","N","2","6","EUR","F","A"
"2022","A","SVN","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",17.443,"W","N","2","6","EUR","F","A"
"2021","A","SVN","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",10.1,"W","N","2","6","EUR","F","A"
"2020","A","SVN","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",8.711,"W","N","2","6","EUR","F","A"
"2019","A","SVN","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",11.64,"W","N","2","6","EUR","F","A"
"2018","A","SVN","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",12.839,"W","N","2","6","EUR","F","A"
"2017","A","SVN","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",13.373,"W","N","2","6","EUR","F","A"
"2016","A","SVN","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",12.796,"W","N","2","6","EUR","F","A"
"2021","A","GRC","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",1189.611,"W","N","2","6","EUR","F","A"
"2020","A","GRC","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",1586.804,"W","N","2","6","EUR","F","A"
"2019","A","GRC","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",1441.323,"W","N","2","6","EUR","F","A"
"2018","A","GRC","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",2031.438,"W","N","2","6","EUR","F","A"
"2017","A","GRC","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",1291.593,"W","N","2","6","EUR","F","A"
"2016","A","GRC","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",2079.388,"W","N","2","6","EUR","F","A"
"2023","A","AUT","S1","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",99359.5,"W","N","2","6","EUR","F","A"
"2022","A","AUT","S1","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",91961.9,"W","N","2","6","EUR","F","A"
"2021","A","AUT","S1","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",83731.8,"W","N","2","6","EUR","F","A"
"2020","A","AUT","S1","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",79774.7,"W","N","2","6","EUR","F","A"
"2019","A","AUT","S1","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",76779.8,"W","N","2","6","EUR","F","A"
"2018","A","AUT","S1","S1","D","P51C","_Z","_Z","XDC","S","V","N","T0800",73036.6,"W","N","2","6","EUR","F","A"
"2020","A","AUT","S11","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",207069.8,"W","_Z","2","6","EUR","F","A"
"2019","A","AUT","S11","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",216958,"W","_Z","2","6","EUR","F","A"
"2018","A","AUT","S11","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",210059,"W","_Z","2","6","EUR","F","A"
"2017","A","AUT","S11","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",199045.8,"W","_Z","2","6","EUR","F","A"
"2016","A","AUT","S11","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",193264.1,"W","_Z","2","6","EUR","F","A"
"2023","A","AUT","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",45841.1,"W","N","2","6","EUR","F","A"
"2022","A","AUT","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",17905.1,"W","N","2","6","EUR","F","A"
"2021","A","AUT","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",11484.8,"W","N","2","6","EUR","F","A"
"2020","A","AUT","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",12943.9,"W","N","2","6","EUR","F","A"
"2022","A","BEL","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",549.1,"W","N","2","6","EUR","F","A"
"2021","A","BEL","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",447.5,"W","N","2","6","EUR","F","A"
"2020","A","BEL","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",383.3,"W","N","2","6","EUR","F","A"
"2019","A","BEL","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",416,"W","N","2","6","EUR","F","A"
"2018","A","BEL","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",418,"W","N","2","6","EUR","F","A"
"2017","A","BEL","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",385.9,"W","N","2","6","EUR","F","A"
"2016","A","BEL","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",351.2,"W","N","2","6","EUR","F","A"
"2023","A","EST","S12","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",431.6,"W","N","2","6","EUR","F","A"
"2022","A","EST","S12","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",236.5,"W","N","2","6","EUR","F","A"
"2021","A","IRL","S12","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",10230.74,"W","_Z","2","6","EUR","F","A"
"2020","A","IRL","S12","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",6688.54,"W","_Z","2","6","EUR","F","A"
"2019","A","IRL","S12","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",7876.736,"W","_Z","2","6","EUR","F","A"
"2018","A","IRL","S12","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",8389.22,"W","_Z","2","6","EUR","F","A"
"2023","A","LVA","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",1551.718,"W","_Z","2","6","EUR","F","A"
"2022","A","LVA","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",1163.924,"W","_Z","2","6","EUR","F","A"
"2021","A","LVA","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",986.393,"W","_Z","2","6","EUR","F","A"
"2020","A","LVA","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",821.103,"W","_Z","2","6","EUR","F","A"
"2019","A","LVA","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",858.39,"W","_Z","2","6","EUR","F","A"
"2018","A","LVA","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",904.453,"W","_Z","2","6","EUR","F","A"
"2017","A","LVA","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",885.612,"W","_Z","2","6","EUR","F","A"
"2016","A","LVA","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",1048.988,"W","_Z","2","6","EUR","F","A"
"2018","A","LVA","S1","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",13874.468,"W","N","2","6","EUR","F","A"
"2017","A","LVA","S1","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",12468.297,"W","N","2","6","EUR","F","A"
"2016","A","LVA","S1","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",11558.139,"W","N","2","6","EUR","F","A"
"2023","A","LTU","S12","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",752.2,"W","N","2","6","EUR","F","A"
"2022","A","LTU","S12","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",785.759,"W","N","2","6","EUR","F","A"
"2021","A","LTU","S12","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",674.462,"W","N","2","6","EUR","F","A"
"2020","A","LTU","S12","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",468.295,"W","N","2","6","EUR","F","A"
"2019","A","LTU","S12","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",449.687,"W","N","2","6","EUR","F","A"
"2018","A","LTU","S12","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",397.898,"W","N","2","6","EUR","F","A"
"2017","A","LTU","S12","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",375.791,"W","N","2","6","EUR","F","A"
"2016","A","LTU","S12","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",350.846,"W","N","2","6","EUR","F","A"
"2023","A","LVA","S11","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",23002.924,"W","_Z","2","6","EUR","F","A"
"2022","A","LVA","S11","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",21406.468,"W","_Z","2","6","EUR","F","A"
"2021","A","LVA","S11","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",19088.913,"W","_Z","2","6","EUR","F","A"
"2020","A","LVA","S11","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",17105.266,"W","_Z","2","6","EUR","F","A"
"2019","A","LVA","S11","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",17862.338,"W","_Z","2","6","EUR","F","A"
"2018","A","LVA","S11","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",16950.45,"W","_Z","2","6","EUR","F","A"
"2017","A","LVA","S11","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",15614.338,"W","_Z","2","6","EUR","F","A"
"2016","A","LVA","S11","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",14564.782,"W","_Z","2","6","EUR","F","A"
"2023","A","ITA","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",100698.8,"W","_Z","2","6","EUR","F","A"
"2022","A","ITA","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",81226.5,"W","_Z","2","6","EUR","F","A"
"2021","A","ITA","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",69030.5,"W","_Z","2","6","EUR","F","A"
"2020","A","ITA","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",73480.1,"W","_Z","2","6","EUR","F","A"
"2019","A","ITA","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",71924.7,"W","_Z","2","6","EUR","F","A"
"2018","A","ITA","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",70852.5,"W","_Z","2","6","EUR","F","A"
