"TIME_PERIOD","FREQ","REF_AREA","SECTOR","COUNTERPART_SECTOR","ACCOUNTING_ENTRY","TRANSACTION","INSTR_ASSET","EXPENDITURE","UNIT_MEASURE","VALUATION","PRICE_BASE","TRANSFORMATION","TABLE_IDENTIFIER","obsValue","COUNTERPART_AREA","CONSOLIDATION","DECIMALS","UNIT_MULT","CURRENCY","CONF_STATUS","OBS_STATUS"
"2021","A","CHL","S1","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",214097570.407,"W","_Z","2","6","CLP","F","A"
"2020","A","CHL","S1","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",181573950.773,"W","_Z","2","6","CLP","F","A"
"2019","A","CHL","S1","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",175957882.257,"W","_Z","2","6","CLP","F","A"
"2018","A","CHL","S1","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",170093998.143,"W","_Z","2","6","CLP","F","A"
"2017","A","CHL","S1","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",161273920.148,"W","_Z","2","6","CLP","F","A"
"2016","A","CHL","S1","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",151822891.584,"W","_Z","2","6","CLP","F","A"
"2022","A","CHL","S12","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",6585249.156,"W","N","2","6","CLP","F","A"
"2021","A","CHL","S12","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",5119270.781,"W","N","2","6","CLP","F","A"
"2020","A","CHL","S12","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",4795034.092,"W","N","2","6","CLP","F","A"
"2019","A","CHL","S12","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",4617781.037,"W","N","2","6","CLP","F","A"
"2018","A","CHL","S12","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",4223642.168,"W","N","2","6","CLP","F","A"
"2017","A","CHL","S12","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",4034939.511,"W","N","2","6","CLP","F","A"
"2016","A","CHL","S12","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",3966752.299,"W","N","2","6","CLP","F","A"
"2022","A","CHL","S11","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",17583019.345,"W","N","2","6","CLP","F","A"
"2021","A","CHL","S11","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",12502837.851,"W","N","2","6","CLP","F","A"
"2020","A","CHL","S11","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",11335959.876,"W","N","2","6","CLP","F","A"
"2019","A","CHL","S11","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",11310767.96,"W","N","2","6","CLP","F","A"
"2018","A","CHL","S11","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",10912996.827,"W","N","2","6","CLP","F","A"
"2017","A","CHL","S11","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",9459121.75,"W","N","2","6","CLP","F","A"
"2016","A","CHL","S11","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",10532801.614,"W","N","2","6","CLP","F","A"
"2022","A","CHL","S12","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",1719173.275,"W","_Z","2","6","CLP","F","A"
"2021","A","CHL","S12","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",2255039.374,"W","_Z","2","6","CLP","F","A"
"2020","A","CHL","S12","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",3698696.815,"W","_Z","2","6","CLP","F","A"
"2019","A","CHL","S12","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",2426304.182,"W","_Z","2","6","CLP","F","A"
"2018","A","CHL","S12","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",2919007.002,"W","_Z","2","6","CLP","F","A"
"2017","A","CHL","S12","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",2445225.107,"W","_Z","2","6","CLP","F","A"
"2016","A","CHL","S12","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",2301163.455,"W","_Z","2","6","CLP","F","A"
"2022","A","CHL","S12","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",2305632.428,"W","N","2","6","CLP","F","A"
"2021","A","CHL","S12","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",2147653.235,"W","N","2","6","CLP","F","A"
"2020","A","CHL","S12","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",2375332.883,"W","N","2","6","CLP","F","A"
"2019","A","CHL","S11","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",114277236.026,"W","_Z","2","6","CLP","F","A"
"2018","A","CHL","S11","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",111250573.689,"W","_Z","2","6","CLP","F","A"
"2017","A","CHL","S11","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",105217679.503,"W","_Z","2","6","CLP","F","A"
"2016","A","CHL","S11","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",99256704.326,"W","_Z","2","6","CLP","F","A"
"2022","A","CHL","S1","S1","C","D1","_Z","_Z","XDC","S","V","N","T0800",103558780.214,"W","N","2","6","CLP","F","A"
"2021","A","CHL","S1","S1","C","D1","_Z","_Z","XDC","S","V","N","T0800",88700806.217,"W","N","2","6","CLP","F","A"
"2020","A","CHL","S1","S1","C","D1","_Z","_Z","XDC","S","V","N","T0800",77950021.75,"W","N","2","6","CLP","F","A"
"2019","A","CHL","S1","S1","C","D1","_Z","_Z","XDC","S","V","N","T0800",79481360.071,"W","N","2","6","CLP","F","A"
"2018","A","CHL","S1","S1","C","D1","_Z","_Z","XDC","S","V","N","T0800",75162508.86,"W","N","2","6","CLP","F","A"
"2017","A","CHL","S1","S1","C","D1","_Z","_Z","XDC","S","V","N","T0800",69189408.915,"W","N","2","6","CLP","F","A"
"2016","A","CHL","S1","S1","C","D1","_Z","_Z","XDC","S","V","N","T0800",65421321.214,"W","N","2","6","CLP","F","A"
"2022","A","CHL","S11","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",91851978.615,"W","_Z","2","6","CLP","F","A"
"2021","A","CHL","S11","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",87678771.985,"W","_Z","2","6","CLP","F","A"
"2020","A","CHL","S11","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",68997772.738,"W","_Z","2","6","CLP","F","A"
"2019","A","CHL","S11","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",62126650.713,"W","_Z","2","6","CLP","F","A"
"2018","A","CHL","S11","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",61867171.821,"W","_Z","2","6","CLP","F","A"
"2017","A","CHL","S11","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",60577229.041,"W","_Z","2","6","CLP","F","A"
"2016","A","CHL","S11","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",56997909.943,"W","_Z","2","6","CLP","F","A"
"2022","A","CHL","S11","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",5158976.73,"W","N","2","6","CLP","F","A"
"2021","A","CHL","S11","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",4113109.444,"W","N","2","6","CLP","F","A"
"2020","A","CHL","S11","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",4639124.653,"W","N","2","6","CLP","F","A"
"2019","A","CHL","S11","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",4601274.088,"W","N","2","6","CLP","F","A"
"2018","A","CHL","S11","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",4798185.42,"W","N","2","6","CLP","F","A"
"2017","A","CHL","S11","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",3693117.645,"W","N","2","6","CLP","F","A"
"2016","A","CHL","S11","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",4542986.111,"W","N","2","6","CLP","F","A"
"2022","A","CHL","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",3378730.41,"W","N","2","6","CLP","F","A"
"2021","A","CHL","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",4919496.798,"W","N","2","6","CLP","F","A"
"2020","A","CHL","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",1921939.237,"W","N","2","6","CLP","F","A"
"2019","A","CHL","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",1661210.779,"W","N","2","6","CLP","F","A"
"2018","A","CHL","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",1933180.854,"W","N","2","6","CLP","F","A"
"2017","A","CHL","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",1567641.976,"W","N","2","6","CLP","F","A"
"2016","A","CHL","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",1410722.629,"W","N","2","6","CLP","F","A"
"2020","A","CHL","S11","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",48860319.844,"W","N","2","6","CLP","F","A"
"2019","A","CHL","S11","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",50558377.17,"W","N","2","6","CLP","F","A"
"2018","A","CHL","S11","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",47865000.381,"W","N","2","6","CLP","F","A"
"2017","A","CHL","S11","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",43415405.997,"W","N","2","6","CLP","F","A"
"2016","A","CHL","S11","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",41093324.828,"W","N","2","6","CLP","F","A"
"2022","A","CHL","S1","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",9127159.029,"W","P","2","6","CLP","F","A"
"2021","A","CHL","S1","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",8034513.53,"W","P","2","6","CLP","F","A"
"2020","A","CHL","S1","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",7228483.666,"W","P","2","6","CLP","F","A"
"2019","A","CHL","S1","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",7519759.286,"W","P","2","6","CLP","F","A"
"2018","A","CHL","S1","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",6986657.336,"W","P","2","6","CLP","F","A"
"2017","A","CHL","S1","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",6586963.617,"W","P","2","6","CLP","F","A"
"2022","A","CHL","S11","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",69193891.703,"W","N","2","6","CLP","F","A"
"2021","A","CHL","S11","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",57120784.594,"W","N","2","6","CLP","F","A"
"2016","A","CHL","S1","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",5974300.464,"W","P","2","6","CLP","F","A"
"2022","A","CHL","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",38228427.426,"W","N","2","6","CLP","F","A"
"2021","A","CHL","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",20470456.606,"W","N","2","6","CLP","F","A"
"2020","A","CHL","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",16995220.706,"W","N","2","6","CLP","F","A"
"2019","A","CHL","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",18689246.692,"W","N","2","6","CLP","F","A"
"2018","A","CHL","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",17496294.429,"W","N","2","6","CLP","F","A"
"2017","A","CHL","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",15982175.182,"W","N","2","6","CLP","F","A"
"2016","A","CHL","S12","S1","C","D41","_Z","_Z","XDC","S","V","N","T0800",16359169.147,"W","N","2","6","CLP","F","A"
"2022","A","CHL","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",25088622.348,"W","P","2","6","CLP","F","A"
"2021","A","CHL","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",39340723.428,"W","P","2","6","CLP","F","A"
"2020","A","CHL","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",20461224.622,"W","P","2","6","CLP","F","A"
"2019","A","CHL","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",17027280.529,"W","P","2","6","CLP","F","A"
"2018","A","CHL","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",15504814.325,"W","P","2","6","CLP","F","A"
"2017","A","CHL","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",14125863.55,"W","P","2","6","CLP","F","A"
"2017","A","CHL","S11","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",105217679.503,"W","_Z","2","6","CLP","F","A"
"2016","A","CHL","S11","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",99256704.326,"W","_Z","2","6","CLP","F","A"
"2022","A","CHL","S12","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",17996588.547,"W","N","2","6","CLP","F","A"
"2021","A","CHL","S12","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",7310389.848,"W","N","2","6","CLP","F","A"
"2020","A","CHL","S12","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",8022664.855,"W","N","2","6","CLP","F","A"
"2019","A","CHL","S12","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",9367528.932,"W","N","2","6","CLP","F","A"
"2018","A","CHL","S12","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",8874966.109,"W","N","2","6","CLP","F","A"
"2017","A","CHL","S12","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",8354946.14,"W","N","2","6","CLP","F","A"
"2016","A","CHL","S12","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",8663700.144,"W","N","2","6","CLP","F","A"
"2016","A","CHL","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",13477738.114,"W","P","2","6","CLP","F","A"
"2022","A","CHL","S1","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",236562726.984,"W","_Z","2","6","CLP","F","A"
"2021","A","CHL","S1","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",214097570.407,"W","_Z","2","6","CLP","F","A"
"2020","A","CHL","S1","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",181573950.773,"W","_Z","2","6","CLP","F","A"
"2019","A","CHL","S1","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",175957882.257,"W","_Z","2","6","CLP","F","A"
"2018","A","CHL","S1","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",170093998.143,"W","_Z","2","6","CLP","F","A"
"2017","A","CHL","S1","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",161273920.148,"W","_Z","2","6","CLP","F","A"
"2016","A","CHL","S1","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",151822891.584,"W","_Z","2","6","CLP","F","A"
"2022","A","CHL","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",1063231.544,"W","N","2","6","CLP","F","A"
"2022","A","CHL","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",8200648.509,"W","_Z","2","6","CLP","F","A"
"2021","A","CHL","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",8054238.739,"W","_Z","2","6","CLP","F","A"
"2020","A","CHL","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",9146644.617,"W","_Z","2","6","CLP","F","A"
"2019","A","CHL","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",7898482.754,"W","_Z","2","6","CLP","F","A"
"2018","A","CHL","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",8123326.535,"W","_Z","2","6","CLP","F","A"
"2017","A","CHL","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",7312447.333,"W","_Z","2","6","CLP","F","A"
"2016","A","CHL","S12","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",7017815.083,"W","_Z","2","6","CLP","F","A"
"2022","A","CHL","S11","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",162995258.993,"W","_Z","2","6","CLP","F","A"
"2018","A","CHN","S1","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",542793.601,"W","P","2","6","CNY","F","A"
"2018","A","CHN","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",472282.637,"W","N","2","6","CNY","F","A"
"2017","A","CHN","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",504209.709,"W","N","2","6","CNY","F","A"
"2016","A","CHN","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",450793.41,"W","N","2","6","CNY","F","A"
"2019","A","CHN","S12","S1","D","B2G","_Z","_Z","XDC","S","V","N","T0800",4783316.286,"W","_Z","2","6","CNY","F","A"
"2018","A","CHN","S12","S1","D","B2G","_Z","_Z","XDC","S","V","N","T0800",4558279.096,"W","_Z","2","6","CNY","F","A"
"2017","A","CHN","S12","S1","D","B2G","_Z","_Z","XDC","S","V","N","T0800",4101747.37,"W","_Z","2","6","CNY","F","A"
"2016","A","CHN","S12","S1","D","B2G","_Z","_Z","XDC","S","V","N","T0800",3565471.915,"W","_Z","2","6","CNY","F","A"
"2021","A","CHN","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",599464.554,"W","N","2","6","CNY","F","A"
"2020","A","CHN","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",540370.428,"W","N","2","6","CNY","F","A"
"2019","A","CHN","S11","S1","D","D7","_Z","_Z","XDC","S","V","N","T0800",478313.741,"W","N","2","6","CNY","F","A"
"2017","A","CHN","S11","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",163501.644,"W","N","2","6","CNY","F","A"
"2016","A","CHN","S11","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",158642.568,"W","N","2","6","CNY","F","A"
"2021","A","CHN","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",2834475.05,"W","P","2","6","CNY","F","A"
"2020","A","CHN","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",2567078.25,"W","P","2","6","CNY","F","A"
"2019","A","CHN","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",2448453.543,"W","P","2","6","CNY","F","A"
"2018","A","CHN","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",2220847.073,"W","P","2","6","CNY","F","A"
"2017","A","CHN","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",2100929.97,"W","P","2","6","CNY","F","A"
"2016","A","CHN","S1","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",1883832.801,"W","P","2","6","CNY","F","A"
"2021","A","CHN","S1","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",58929949.67,"W","N","2","6","CNY","F","A"
"2020","A","CHN","S1","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",52956554.001,"W","N","2","6","CNY","F","A"
"2019","A","CHN","S1","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",51325833.143,"W","N","2","6","CNY","F","A"
"2018","A","CHN","S1","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",47502744.066,"W","N","2","6","CNY","F","A"
"2017","A","CHN","S1","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",42971083.15,"W","N","2","6","CNY","F","A"
"2016","A","CHN","S1","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",38472820.57,"W","N","2","6","CNY","F","A"
"2021","A","CHN","S12","S1","D","B2G","_Z","_Z","XDC","S","V","N","T0800",5680328.229,"W","_Z","2","6","CNY","F","A"
"2020","A","CHN","S12","S1","D","B2G","_Z","_Z","XDC","S","V","N","T0800",5381771.447,"W","_Z","2","6","CNY","F","A"
"2021","A","CHN","S11","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",31451163.864,"W","N","2","6","CNY","F","A"
"2020","A","CHN","S11","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",27777479.317,"W","N","2","6","CNY","F","A"
"2019","A","CHN","S11","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",26664726.723,"W","N","2","6","CNY","F","A"
"2018","A","CHN","S11","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",25020339.357,"W","N","2","6","CNY","F","A"
"2017","A","CHN","S11","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",22266871.466,"W","N","2","6","CNY","F","A"
"2016","A","CHN","S11","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",19618275.15,"W","N","2","6","CNY","F","A"
"2021","A","CHN","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",21242.129,"W","N","2","6","CNY","F","A"
"2020","A","CHN","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",17537.096,"W","N","2","6","CNY","F","A"
"2019","A","CHN","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",13887.497,"W","N","2","6","CNY","F","A"
"2018","A","CHN","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",13039.049,"W","N","2","6","CNY","F","A"
"2017","A","CHN","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",11770.029,"W","N","2","6","CNY","F","A"
"2016","A","CHN","S11","S1","C","D44","_Z","_Z","XDC","S","V","N","T0800",12366.86,"W","N","2","6","CNY","F","A"
"2021","A","CHN","S12","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",716784.81,"W","N","2","6","CNY","F","A"
"2020","A","CHN","S12","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",696948.986,"W","N","2","6","CNY","F","A"
"2019","A","CHN","S12","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",725046.594,"W","N","2","6","CNY","F","A"
"2018","A","CHN","S12","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",603969.111,"W","N","2","6","CNY","F","A"
"2017","A","CHN","S12","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",627857.87,"W","N","2","6","CNY","F","A"
"2016","A","CHN","S12","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",526953.479,"W","N","2","6","CNY","F","A"
"2021","A","CHN","S1","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",114923697.861,"W","_Z","2","6","CNY","F","A"
"2020","A","CHN","S1","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",101356700.223,"W","_Z","2","6","CNY","F","A"
"2019","A","CHN","S1","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",98651520.229,"W","_Z","2","6","CNY","F","A"
"2018","A","CHN","S1","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",91928112.907,"W","_Z","2","6","CNY","F","A"
"2017","A","CHN","S1","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",83203594.856,"W","_Z","2","6","CNY","F","A"
"2016","A","CHN","S1","S1","C","B1G","_Z","_Z","XDC","S","V","N","T0800",74639505.948,"W","_Z","2","6","CNY","F","A"
"2021","A","CHN","S12","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",8765784.169,"W","N","2","6","CNY","F","A"
"2020","A","CHN","S12","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",7711586.688,"W","N","2","6","CNY","F","A"
"2019","A","CHN","S12","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",7131548.062,"W","N","2","6","CNY","F","A"
"2018","A","CHN","S12","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",6473883.18,"W","N","2","6","CNY","F","A"
"2017","A","CHN","S12","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",6032328.153,"W","N","2","6","CNY","F","A"
"2016","A","CHN","S12","S1","D","D41","_Z","_Z","XDC","S","V","N","T0800",5760183.287,"W","N","2","6","CNY","F","A"
"2021","A","CHN","S11","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",294284.443,"W","N","2","6","CNY","F","A"
"2020","A","CHN","S11","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",274164.864,"W","N","2","6","CNY","F","A"
"2019","A","CHN","S11","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",234286.278,"W","N","2","6","CNY","F","A"
"2018","A","CHN","S11","S1","C","D7","_Z","_Z","XDC","S","V","N","T0800",199108.516,"W","N","2","6","CNY","F","A"
"2017","A","CHN","S1","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",544278.228,"W","P","2","6","CNY","F","A"
"2016","A","CHN","S1","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",514148.997,"W","P","2","6","CNY","F","A"
"2021","A","CHN","S1","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",801405.093,"W","P","2","6","CNY","F","A"
"2020","A","CHN","S1","S1","D","D44","_Z","_Z","XDC","S","V","N","T0800",705592.981,"W","P","2","6","CNY","F","A"
"2021","A","CHN","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",9030869.811,"W","_Z","2","6","CNY","F","A"
"2020","A","CHN","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",8361772.371,"W","_Z","2","6","CNY","F","A"
"2019","A","CHN","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",7625064.686,"W","_Z","2","6","CNY","F","A"
"2018","A","CHN","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",7061025.629,"W","_Z","2","6","CNY","F","A"
"2017","A","CHN","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",6484430.364,"W","_Z","2","6","CNY","F","A"
"2016","A","CHN","S12","S1","D","B1G","_Z","_Z","XDC","S","V","N","T0800",5996397.694,"W","_Z","2","6","CNY","F","A"
"2021","A","CHN","S11","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",32252383.014,"W","_Z","2","6","CNY","F","A"
"2020","A","CHN","S11","S1","D","B2G","_Z","_Z","XDC","S","V","N","T0800",27032365.139,"W","_Z","2","6","CNY","F","A"
"2019","A","CHN","S11","S1","D","B2G","_Z","_Z","XDC","S","V","N","T0800",25697216.851,"W","_Z","2","6","CNY","F","A"
"2018","A","CHN","S11","S1","D","B2G","_Z","_Z","XDC","S","V","N","T0800",23812016.171,"W","_Z","2","6","CNY","F","A"
"2017","A","CHN","S11","S1","D","B2G","_Z","_Z","XDC","S","V","N","T0800",21302932.167,"W","_Z","2","6","CNY","F","A"
"2016","A","CHN","S11","S1","D","B2G","_Z","_Z","XDC","S","V","N","T0800",19106585.931,"W","_Z","2","6","CNY","F","A"
"2020","A","CHN","S11","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",27032365.139,"W","_Z","2","6","CNY","F","A"
"2019","A","CHN","S11","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",25697216.851,"W","_Z","2","6","CNY","F","A"
"2018","A","CHN","S11","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",23812016.171,"W","_Z","2","6","CNY","F","A"
"2017","A","CHN","S11","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",21302932.167,"W","_Z","2","6","CNY","F","A"
"2016","A","CHN","S11","S1","C","B2G","_Z","_Z","XDC","S","V","N","T0800",19106585.931,"W","_Z","2","6","CNY","F","A"
"2021","A","CHN","S11","S1","D","B2G","_Z","_Z","XDC","S","V","N","T0800",32252383.014,"W","_Z","2","6","CNY","F","A"
"2021","A","CHN","S12","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",2408362.194,"W","N","2","6","CNY","F","A"
"2020","A","CHN","S12","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",2152819.765,"W","N","2","6","CNY","F","A"
"2019","A","CHN","S12","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",2082399.023,"W","N","2","6","CNY","F","A"
"2018","A","CHN","S12","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",1879988.396,"W","N","2","6","CNY","F","A"
"2017","A","CHN","S12","S1","D","D1","_Z","_Z","XDC","S","V","N","T0800",1754535.143,"W","N","2","6","CNY","F","A"
