STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Zone de référence,MEASURE,Mesure,UNIT_MEASURE,Unité de mesure,MEASURE_PRINCIPLE,Principe de mesure,ACCOUNTING_ENTRY,Ecriture comptable,TYPE_ENTITY,Type d'entité,FDI_COMP,Composant de l'IDE,SECTOR,Secteur institutionnel,COUNTERPART_AREA,Zone de contrepartie,LEVEL_COUNTERPART,Niveau de contrepartie,ACTIVITY,Activité économique,FREQ,Fréquence de l'observation,FDI_COLLECTION_ID,Identifiant de collecte des IDE,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur de l'observation,OBS_STATUS,Statut de l'observation,UNIT_MULT,Multiplicateur d'unité,CONF_STATUS,Statut de confidentialité,CURRENCY,Monnaie,DECIMALS,Décimales
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_AGGR_SUMM(1.0),"Principaux agrégats d'IDE, BMD4",I,AUS,Australie,T_D4Q_FL,Revenus d'IDI - revenus de prêts (intérêts),USD_EXC,"Dollars des É-U, taux de change converti",DI,Principe directionnel-entrant,NET_FDI,IDE net,_Z,Non applicable,D,Investissement direct total,S1,Economie totale,W,Monde,IMC,Contrepartie immédiate,_T,Total - ensemble des activités,A,Annuelle,AGGR,Agrégats d'IDE trimestriels - BMD4,2016,,4052.627667,,A,Normal value,6,Millions,F,Free (free for publication),USD,Dollars des États-Unis,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_AGGR_SUMM(1.0),"Principaux agrégats d'IDE, BMD4",I,IRL,Irlande,T_D4Q_FL,Revenus d'IDI - revenus de prêts (intérêts),USD_EXC,"Dollars des É-U, taux de change converti",DI,Principe directionnel-entrant,NET_FDI,IDE net,_Z,Non applicable,D,Investissement direct total,S1,Economie totale,W,Monde,IMC,Contrepartie immédiate,_T,Total - ensemble des activités,A,Annuelle,AGGR,Agrégats d'IDE trimestriels - BMD4,2021,,,,A,Normal value,6,Millions,D,"Secondary confidentiality set by the sender, not for publication",USD,Dollars des États-Unis,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_AGGR_SUMM(1.0),"Principaux agrégats d'IDE, BMD4",I,AUS,Australie,T_D4Q_FL,Revenus d'IDI - revenus de prêts (intérêts),USD_EXC,"Dollars des É-U, taux de change converti",DI,Principe directionnel-entrant,NET_FDI,IDE net,_Z,Non applicable,D,Investissement direct total,S1,Economie totale,W,Monde,IMC,Contrepartie immédiate,_T,Total - ensemble des activités,A,Annuelle,AGGR,Agrégats d'IDE trimestriels - BMD4,2019,,3077.77855,,A,Normal value,6,Millions,F,Free (free for publication),USD,Dollars des États-Unis,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_AGGR_SUMM(1.0),"Principaux agrégats d'IDE, BMD4",I,AUS,Australie,T_D4S_F5,Revenus d'IDI - revenus de participations,USD_EXC,"Dollars des É-U, taux de change converti",DI,Principe directionnel-entrant,NET_FDI,IDE net,_Z,Non applicable,D,Investissement direct total,S1,Economie totale,W,Monde,IMC,Contrepartie immédiate,_T,Total - ensemble des activités,A,Annuelle,AGGR,Agrégats d'IDE trimestriels - BMD4,2018,,41242.24994,,A,Normal value,6,Millions,F,Free (free for publication),USD,Dollars des États-Unis,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_AGGR_SUMM(1.0),"Principaux agrégats d'IDE, BMD4",I,AUS,Australie,T_D4S_F5,Revenus d'IDI - revenus de participations,USD_EXC,"Dollars des É-U, taux de change converti",DI,Principe directionnel-entrant,NET_FDI,IDE net,_Z,Non applicable,D,Investissement direct total,S1,Economie totale,W,Monde,IMC,Contrepartie immédiate,_T,Total - ensemble des activités,A,Annuelle,AGGR,Agrégats d'IDE trimestriels - BMD4,2019,,39916.59137,,A,Normal value,6,Millions,F,Free (free for publication),USD,Dollars des États-Unis,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_AGGR_SUMM(1.0),"Principaux agrégats d'IDE, BMD4",I,AUS,Australie,T_D4S_F5,Revenus d'IDI - revenus de participations,USD_EXC,"Dollars des É-U, taux de change converti",DI,Principe directionnel-entrant,NET_FDI,IDE net,_Z,Non applicable,D,Investissement direct total,S1,Economie totale,W,Monde,IMC,Contrepartie immédiate,_T,Total - ensemble des activités,A,Annuelle,AGGR,Agrégats d'IDE trimestriels - BMD4,2020,,23768.14585,,A,Normal value,6,Millions,F,Free (free for publication),USD,Dollars des États-Unis,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_AGGR_SUMM(1.0),"Principaux agrégats d'IDE, BMD4",I,AUS,Australie,T_D4S_F5,Revenus d'IDI - revenus de participations,USD_EXC,"Dollars des É-U, taux de change converti",DI,Principe directionnel-entrant,NET_FDI,IDE net,_Z,Non applicable,D,Investissement direct total,S1,Economie totale,W,Monde,IMC,Contrepartie immédiate,_T,Total - ensemble des activités,A,Annuelle,AGGR,Agrégats d'IDE trimestriels - BMD4,2021,,47752.91025,,A,Normal value,6,Millions,F,Free (free for publication),USD,Dollars des États-Unis,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_AGGR_SUMM(1.0),"Principaux agrégats d'IDE, BMD4",I,AUS,Australie,T_D4S_F5,Revenus d'IDI - revenus de participations,USD_EXC,"Dollars des É-U, taux de change converti",DI,Principe directionnel-entrant,NET_FDI,IDE net,_Z,Non applicable,D,Investissement direct total,S1,Economie totale,W,Monde,IMC,Contrepartie immédiate,_T,Total - ensemble des activités,A,Annuelle,AGGR,Agrégats d'IDE trimestriels - BMD4,2022,,78140.5188,,A,Normal value,6,Millions,F,Free (free for publication),USD,Dollars des États-Unis,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_AGGR_SUMM(1.0),"Principaux agrégats d'IDE, BMD4",I,AUS,Australie,T_D4S_F5,Revenus d'IDI - revenus de participations,USD_EXC,"Dollars des É-U, taux de change converti",DI,Principe directionnel-entrant,NET_FDI,IDE net,_Z,Non applicable,D,Investissement direct total,S1,Economie totale,W,Monde,IMC,Contrepartie immédiate,_T,Total - ensemble des activités,A,Annuelle,AGGR,Agrégats d'IDE trimestriels - BMD4,2023,,47757.62408,,A,Normal value,6,Millions,F,Free (free for publication),USD,Dollars des États-Unis,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_AGGR_SUMM(1.0),"Principaux agrégats d'IDE, BMD4",I,AUS,Australie,T_D4P_F,Revenus d'IDI - total,USD_EXC,"Dollars des É-U, taux de change converti",DI,Principe directionnel-entrant,NET_FDI,IDE net,_Z,Non applicable,D,Investissement direct total,S1,Economie totale,W,Monde,IMC,Contrepartie immédiate,_T,Total - ensemble des activités,A,Annuelle,AGGR,Agrégats d'IDE trimestriels - BMD4,2016,,27778.19074,,A,Normal value,6,Millions,F,Free (free for publication),USD,Dollars des États-Unis,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_AGGR_SUMM(1.0),"Principaux agrégats d'IDE, BMD4",I,AUT,Autriche,T_D4S_F5,Revenus d'IDI - revenus de participations,USD_EXC,"Dollars des É-U, taux de change converti",DI,Principe directionnel-entrant,NET_FDI,IDE net,_Z,Non applicable,D,Investissement direct total,S1,Economie totale,W,Monde,IMC,Contrepartie immédiate,_T,Total - ensemble des activités,A,Annuelle,AGGR,Agrégats d'IDE trimestriels - BMD4,2020,,7897.435897,,A,Normal value,6,Millions,F,Free (free for publication),USD,Dollars des États-Unis,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_AGGR_SUMM(1.0),"Principaux agrégats d'IDE, BMD4",I,AUT,Autriche,T_D4P_F,Revenus d'IDI - total,USD_EXC,"Dollars des É-U, taux de change converti",DI,Principe directionnel-entrant,NET_FDI,IDE net,_Z,Non applicable,D,Investissement direct total,S1,Economie totale,W,Monde,IMC,Contrepartie immédiate,_T,Total - ensemble des activités,A,Annuelle,AGGR,Agrégats d'IDE trimestriels - BMD4,2022,,14915.34336,,A,Normal value,6,Millions,F,Free (free for publication),USD,Dollars des États-Unis,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_AGGR_SUMM(1.0),"Principaux agrégats d'IDE, BMD4",I,AUT,Autriche,T_D4P_F,Revenus d'IDI - total,USD_EXC,"Dollars des É-U, taux de change converti",DI,Principe directionnel-entrant,NET_FDI,IDE net,_Z,Non applicable,D,Investissement direct total,S1,Economie totale,W,Monde,IMC,Contrepartie immédiate,_T,Total - ensemble des activités,A,Annuelle,AGGR,Agrégats d'IDE trimestriels - BMD4,2023,,15512.54325,,A,Normal value,6,Millions,F,Free (free for publication),USD,Dollars des États-Unis,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_AGGR_SUMM(1.0),"Principaux agrégats d'IDE, BMD4",I,AUT,Autriche,T_D4Q_FL,Revenus d'IDI - revenus de prêts (intérêts),USD_EXC,"Dollars des É-U, taux de change converti",DI,Principe directionnel-entrant,NET_FDI,IDE net,_Z,Non applicable,D,Investissement direct total,S1,Economie totale,W,Monde,IMC,Contrepartie immédiate,_T,Total - ensemble des activités,A,Annuelle,AGGR,Agrégats d'IDE trimestriels - BMD4,2016,,493.1991596,,A,Normal value,6,Millions,F,Free (free for publication),USD,Dollars des États-Unis,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_AGGR_SUMM(1.0),"Principaux agrégats d'IDE, BMD4",I,AUT,Autriche,T_D4Q_FL,Revenus d'IDI - revenus de prêts (intérêts),USD_EXC,"Dollars des É-U, taux de change converti",DI,Principe directionnel-entrant,NET_FDI,IDE net,_Z,Non applicable,D,Investissement direct total,S1,Economie totale,W,Monde,IMC,Contrepartie immédiate,_T,Total - ensemble des activités,A,Annuelle,AGGR,Agrégats d'IDE trimestriels - BMD4,2017,,417.0893924,,A,Normal value,6,Millions,F,Free (free for publication),USD,Dollars des États-Unis,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_AGGR_SUMM(1.0),"Principaux agrégats d'IDE, BMD4",I,AUT,Autriche,T_D4S_F5,Revenus d'IDI - revenus de participations,USD_EXC,"Dollars des É-U, taux de change converti",DI,Principe directionnel-entrant,NET_FDI,IDE net,_Z,Non applicable,D,Investissement direct total,S1,Economie totale,W,Monde,IMC,Contrepartie immédiate,_T,Total - ensemble des activités,A,Annuelle,AGGR,Agrégats d'IDE trimestriels - BMD4,2021,,18381.03122,,A,Normal value,6,Millions,F,Free (free for publication),USD,Dollars des États-Unis,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_AGGR_SUMM(1.0),"Principaux agrégats d'IDE, BMD4",I,AUT,Autriche,T_D4S_F5,Revenus d'IDI - revenus de participations,USD_EXC,"Dollars des É-U, taux de change converti",DI,Principe directionnel-entrant,NET_FDI,IDE net,_Z,Non applicable,D,Investissement direct total,S1,Economie totale,W,Monde,IMC,Contrepartie immédiate,_T,Total - ensemble des activités,A,Annuelle,AGGR,Agrégats d'IDE trimestriels - BMD4,2022,,14686.08687,,A,Normal value,6,Millions,F,Free (free for publication),USD,Dollars des États-Unis,2,Two
DATAFLOW,OECD.DAF.INV:DSD_FDI@DF_FDI_AGGR_SUMM(1.0),"Principaux agrégats d'IDE, BMD4",I,AUT,Autriche,T_D4S_F5,Revenus d'IDI - revenus de participations,USD_EXC,"Dollars des É-U, taux de change converti",DI,Principe directionnel-entrant,NET_FDI,IDE net,_Z,Non applicable,D,Investissement direct total,S1,Economie totale,W,Monde,IMC,Contrepartie immédiate,_T,Total - ensemble des activités,A,Annuelle,AGGR,Agrégats d'IDE trimestriels - BMD4,2023,,15011.89446,,A,Normal value,6,Millions,F,Free (free for publication),USD,Dollars des États-Unis,2,Two
